時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超(張),投信持股(張),買進(張),賣出(張),投信持股比例,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,近 5 期，投信買超佔成交量比重,BBand width,Band%EMA3
2024/7/1,175.5,175.5,173.5,175.5,175,177.05,173.13,146.43,132.79,186.27,173.13,159.98,56,46,169,1,722,1,0,1.41%,-11,22401,9,20,43.72%,0,361,0,0,0.70%,715,0,9,9,0,5.58%,183.12,167.17,0.59,22494,6409,16085,177.12,0.43,15.18%,15.30%
2024/7/2,175.5,175.5,173.5,174.5,175.1,176.4,173.45,146.95,133.25,186.39,173.45,160.51,35,43,89,0,722,0,0,1.41%,-10,22391,0,10,43.70%,1,362,1,0,0.71%,713,-2,6,8,0,5.57%,183.12,165.93,1.22,22652,6531,16121,177.12,0.47,14.92%,15.11%
2024/7/3,177,179.5,174.5,175.5,175.2,176.05,173.95,147.46,133.71,186.38,173.95,161.52,82,47,71,0,722,0,0,1.41%,-30,22362,14,44,43.64%,1,363,1,0,0.71%,739,26,31,5,0,5.77%,183.12,164.61,1,24097,6332,17765,177.12,0.43,14.30%,14.70%
2024/7/4,176.5,179.5,175,179.5,176.1,175.95,174.65,148,134.19,186.67,174.65,162.63,106,62,71,0,722,0,0,1.41%,25,22387,45,20,43.69%,0,363,1,1,0.71%,734,-5,15,20,0,5.73%,183.12,164.61,0.39,24702,6013,18689,177.12,0.32,13.77%,14.23%
2024/7/5,180,194,180,186.5,178.3,176.5,175.5,148.54,134.67,188.32,175.5,162.68,960,248,158,0,722,0,0,1.41%,105,22492,264,159,43.90%,15,378,20,5,0.74%,776,42,142,100,0,6.06%,183.12,164.61,0.32,25173,6014,19159,177.12,0.081,14.61%,14.42%
2024/7/8,186.5,190,183,185.5,180.3,177.65,176.3,149.11,135.14,189.52,176.3,163.08,280,293,169,0,722,0,0,1.41%,-39,22453,67,106,43.82%,2,381,10,8,0.74%,794,18,52,34,0,6.20%,183.12,164.61,0.24,25670,5807,19863,177.12,0,14.99%,14.71%
2024/7/9,199.5,201,188.5,193.5,184.1,179.6,177.73,149.7,135.65,191.87,177.73,163.58,1415,569,306,88,810,88,0,1.58%,69,22522,346,277,43.96%,-9,372,4,13,0.73%,911,117,250,133,0,7.11%,185.59,164.61,0.8,27226,5796,21430,179.23,3.1,15.92%,15.31%
2024/7/10,198,199,189,191.5,187.3,181.25,179.18,150.3,136.18,192.71,179.18,165.64,619,676,361,69,879,69,0,1.72%,68,22590,171,103,44.09%,3,375,6,3,0.73%,883,-28,66,94,0,6.89%,186.69,164.61,0.45,27760,5793,21967,180.42,4.64,15.11%,15.21%
2024/7/11,194.5,209,190,203,192,184.05,181.15,150.96,136.76,196.39,181.15,165.91,1303,915,489,100,979,100,0,1.91%,155,22745,376,221,44.39%,-3,371,27,30,0.72%,979,96,291,195,0,7.64%,189.12,164.61,0.33,28304,5623,22681,182.67,5.62,16.82%,16.02%
2024/7/12,197.5,207.5,197,197,194.1,186.2,182.18,151.55,137.32,198.72,182.18,165.63,651,854,551,85,1064,85,0,2.08%,-94,22651,124,218,44.21%,34,405,39,5,0.79%,942,-37,79,116,0,7.35%,192.3,164.61,1.06,28809,5919,22890,184.25,8.01,18.17%,17.09%
2024/7/15,198.5,202,193,197,196.4,188.35,182.7,152.1,137.87,200.39,182.7,165.01,364,870,582,35,1099,35,0,2.15%,-18,22633,96,114,44.17%,-23,382,14,37,0.75%,933,-9,39,47,1,7.28%,195.78,164.61,1.12,26713,5918,20795,184.68,8.66,19.37%,18.23%
2024/7/16,199.5,206.5,195,200.5,197.8,190.95,183.68,152.64,138.44,202.96,183.68,164.39,537,695,632,5,1104,5,0,2.15%,116,22749,177,61,44.40%,10,392,14,4,0.77%,959,26,116,90,0,7.49%,196.87,164.61,1.34,27054,5838,21216,184.76,8.46,21.00%,19.61%
2024/7/17,219,220.5,210.5,220.5,203.6,195.45,185.75,153.28,139.09,210.68,185.75,160.82,2336,1038,857,208,1312,208,0,2.56%,219,22968,501,282,44.83%,-3,389,28,31,0.76%,1029,70,533,463,0,8.03%,204.94,164.61,0.69,26862,5959,20903,190.15,8.34,26.84%,23.23%
2024/7/18,221.5,242.5,218,242.5,211.5,201.75,188.85,154.06,139.84,223.8,188.85,153.9,4000,1578,1247,90,1402,90,0,2.74%,108,23076,1156,1048,45.04%,75,465,101,26,0.91%,971,-58,436,494,0,7.58%,208.62,164.61,1.44,27606,6088,21518,192.95,5.36,37.02%,30.12%
2024/7/19,244.5,249,219,229,217.9,206,191.25,154.74,140.53,230.09,191.25,152.41,2410,1929,1392,141,1543,141,0,3.01%,222,23298,669,447,45.47%,0,465,26,26,0.91%,737,-234,135,369,0,5.75%,213.32,164.61,1.16,27901,6321,21580,196.41,4.97,40.62%,35.37%
2024/7/22,239.5,247.5,218,237.5,226,211.2,194.43,155.49,141.26,237.28,194.43,151.57,1890,2235,1553,85,1289,85,0,2.52%,-47,23251,494,541,45.38%,-5,459,39,44,0.90%,708,-29,164,193,0,5.53%,215.38,164.61,1.41,28235,6538,21697,198.97,4.73,44.09%,39.73%
2024/7/23,239,258.5,214,215,228.9,213.35,196.48,156.13,141.89,239.15,196.48,153.8,3224,2772,1733,-373,916,1,374,1.79%,188,23439,1035,847,45.74%,-15,444,16,32,0.87%,738,30,253,223,0,5.76%,215.39,231.96,1.95,28590,6120,22470,199.01,1.09,43.44%,41.58%
2024/7/26,210.5,216.5,196.5,211,227,215.3,198.28,156.76,142.5,240.21,198.28,156.34,1055,2516,1777,100,1016,100,0,1.98%,-81,23358,311,392,45.59%,-10,434,5,15,0.85%,665,-73,58,131,0,5.19%,214.69,231.96,1.71,29366,6514,22852,199.92,0.34,42.30%,41.94%
2024/7/29,210,218.5,205,218.5,222.2,216.85,200.45,157.44,143.15,241.83,200.45,159.07,637,1843,1710,70,1086,70,0,2.12%,13,23371,160,147,45.61%,-12,422,6,18,0.82%,621,-44,49,93,0,4.85%,214.58,231.96,1.17,29165,6371,22794,200.77,0.25,41.29%,41.62%
2024/7/30,217.5,234.5,213.5,233.5,223.1,220.5,203.35,158.2,143.86,245.46,203.35,161.24,816,1524,1727,1,1087,1,0,2.12%,-9,23362,242,251,45.59%,17,439,19,2,0.86%,671,50,165,115,0,5.24%,214.59,231.96,2.16,29249,6313,22936,200.79,-1.54,41.41%,41.51%
2024/7/31,234,256.5,228.5,256.5,226.9,226.45,207.4,159.07,144.67,253.41,207.4,161.39,2066,1560,1897,305,1392,305,0,2.72%,12,23374,507,495,45.62%,26,465,28,2,0.91%,663,-8,179,187,0,5.18%,222.24,231.96,1.53,29258,6309,22949,211.38,1.32,44.37%,42.94%
2024/8/1,257.5,264,246,254,234.7,231.8,211.38,159.89,145.47,259.04,211.38,163.71,1582,1231,2002,45,1437,45,0,2.80%,-98,23276,393,491,45.43%,9,473,38,29,0.92%,624,-39,126,165,0,4.87%,223.26,231.96,1.45,30787,6051,24736,212.73,8.46,45.10%,44.02%
2024/8/2,245,260,235.5,241,240.7,233.85,214.65,160.65,146.21,260.99,214.65,168.31,1346,1289,1903,115,1552,115,0,3.03%,-221,23068,335,556,45.02%,-19,454,14,33,0.89%,658,34,153,119,0,5.14%,225.16,231.96,1.86,30550,6634,23916,215.4,8.31,43.17%,43.60%
2024/8/5,235,235,217,217,240.4,231.3,216.53,161.25,146.86,259.97,216.53,173.08,362,1234,1539,1,1553,1,0,3.03%,15,23083,88,73,45.05%,-63,392,1,64,0.77%,571,-87,45,132,0,4.46%,225.16,231.96,2.44,31151,7852,23299,215.41,7.57,40.12%,41.86%
2024/8/6,223,223,195.5,199,233.5,228.3,217.15,161.77,147.44,259.18,217.15,175.12,933,1258,1391,0,1553,0,0,3.03%,16,23099,344,328,45.08%,-59,333,9,68,0.65%,400,-171,68,239,0,3.12%,225.16,231.96,1.74,33294,8054,25240,215.41,7.41,38.71%,40.29%
2024/8/7,198.5,218.5,198.5,213,224.8,225.85,218.53,162.37,148.06,258.05,218.53,179,679,980,1270,0,1553,0,0,3.03%,64,23163,312,248,45.21%,11,345,18,7,0.67%,462,62,96,34,0,3.61%,225.16,231.96,2.03,34251,7412,26839,215.41,3.28,36.17%,38.23%
2024/8/8,211,215.5,204,204.5,214.9,224.8,219.08,162.94,148.65,257.48,219.08,180.67,354,735,983,0,1553,0,0,3.03%,-39,23068,112,151,45.02%,-5,339,2,7,0.66%,463,1,19,18,0,3.61%,226.89,231.96,1.63,34459,7751,26708,215.41,3.16,35.06%,36.65%
2024/8/9,214,217.5,204,204,207.5,224.1,219.7,163.52,149.24,256.67,219.7,182.73,419,549,919,0,1553,0,0,3.03%,-63,23005,102,165,44.90%,-3,336,1,4,0.66%,493,30,54,24,0,3.85%,228.51,231.96,0.87,35696,7722,27974,215.41,0.036,33.66%,35.15%
2024/8/12,198,208.5,198,205.5,205.2,222.8,219.83,164.12,149.85,256.59,219.83,183.06,295,536,885,0,1553,0,0,3.03%,-34,22947,96,130,44.78%,13,349,16,3,0.68%,504,11,39,28,0,3.94%,230.53,231.96,1.66,36161,8155,28006,215.41,0,33.45%,34.30%
2024/8/13,203.5,222.5,203.5,218.5,209.1,221.3,220.9,164.79,150.5,256.15,220.9,185.65,750,499,879,0,1553,0,0,3.03%,-17,22940,276,293,44.77%,8,357,19,11,0.70%,527,23,68,45,0,4.11%,232.51,231.96,1.3,36123,7675,28448,215.41,0,31.92%,33.11%
2024/8/14,221.5,226.5,206,209,208.3,216.55,221.5,165.42,151.12,255.49,221.5,187.51,1091,582,781,0,1553,0,0,3.03%,-332,22825,227,559,44.55%,-5,352,9,14,0.69%,670,143,189,46,0,5.23%,233.55,231.96,1.28,36725,8275,28450,215.41,0,30.69%,31.90%
2024/8/15,211,229.5,205,223,212,213.45,222.63,166.12,151.79,255.22,222.63,190.03,1424,796,765,0,1553,0,0,3.03%,108,22938,454,346,44.77%,5,357,23,18,0.70%,702,32,173,141,0,5.48%,233.69,231.96,-0.4,35495,8575,26920,215.41,0,29.29%,30.59%
2024/8/16,225,238,225,226,216.4,211.95,222.9,166.84,152.48,255.52,222.9,190.28,1042,920,735,0,1553,0,0,3.03%,-17,22927,351,368,44.75%,21,378,38,17,0.74%,678,-24,96,120,0,5.29%,236.96,231.96,1.11,35337,7862,27475,215.41,0,29.26%,29.93%
2024/8/19,227,227,217,221.5,219.6,212.4,221.85,167.56,153.14,253.2,221.85,190.5,494,960,748,0,1553,0,0,3.03%,-143,22805,109,252,44.51%,-2,376,1,3,0.73%,680,2,44,42,0,5.31%,237.29,231.96,0.73,35132,7560,27572,215.41,0,28.26%,29.10%
2024/8/20,222.5,228.5,221.5,226,221.1,215.1,221.7,168.28,153.81,252.94,221.7,190.46,363,883,691,0,1553,0,0,3.03%,109,22877,201,92,44.65%,-5,371,7,12,0.72%,646,-34,13,47,0,5.04%,238.55,231.96,0.63,35378,7929,27449,215.41,0,28.18%,28.64%
2024/8/21,229,234,222,225,224.3,216.3,221.08,169,154.47,251.52,221.08,190.63,374,739,661,0,1553,0,0,3.03%,20,22891,126,106,44.67%,-3,368,2,5,0.72%,652,6,41,35,0,5.09%,238.99,231.96,0.2,35021,8485,26536,215.41,0,27.54%,28.09%
2024/8/22,226,230,222,222,224.1,218.05,221.43,169.73,155.11,251.74,221.43,191.11,360,527,661,0,1553,0,0,3.03%,-58,22848,99,157,44.59%,-5,363,3,8,0.71%,681,29,51,22,0,5.32%,239,231.96,0.53,35053,8957,26096,215.41,0,27.38%,27.74%
2024/8/23,218.5,222,216.5,217,222.3,219.35,221.73,170.42,155.72,251.74,221.73,191.71,240,366,643,0,1553,0,0,3.03%,-62,22786,45,107,44.47%,-7,356,0,7,0.69%,726,45,63,18,0,5.67%,244.72,231.96,0.88,35062,8859,26203,215.41,0,27.07%,27.40%
2024/8/26,221,229.5,220,221,222.2,220.9,221.85,171.15,156.35,251.83,221.85,191.87,445,356,658,0,1553,0,0,3.03%,16,22802,167,151,44.50%,11,367,25,14,0.72%,702,-24,36,60,0,5.48%,249.47,231.96,0.45,35940,9148,26792,215.41,0,27.03%,27.22%
2024/8/27,221.5,228.5,219,228.5,222.7,221.9,221.6,171.89,157,251.27,221.6,191.93,205,325,604,0,1553,0,0,3.03%,80,22882,121,41,44.66%,1,369,17,16,0.72%,682,-20,13,33,0,5.32%,249.53,231.96,1.14,34902,8623,26279,215.41,0,26.78%,27.00%
2024/8/28,230,231.5,224,227,223.1,223.7,220.13,172.62,157.65,245.3,220.13,194.95,205,291,515,0,1553,0,0,3.03%,-23,22855,55,78,44.60%,13,382,28,15,0.75%,667,-15,8,23,0,5.21%,250.27,231.96,0.44,35315,8420,26895,215.41,0,22.87%,24.93%
2024/8/29,224.5,226,222,223.5,223.4,223.75,218.6,173.32,158.29,238.53,218.6,198.67,70,233,380,0,1553,0,0,3.03%,-1,22854,19,20,44.60%,-5,377,0,5,0.74%,669,2,16,14,0,5.22%,248.58,231.96,0.74,33940,8224,25716,215.41,0,18.24%,21.58%
2024/8/30,225,225.5,222,223,224.6,223.45,217.7,174.02,158.92,234.95,217.7,200.45,78,201,283,0,1553,0,0,3.03%,-20,22835,8,28,44.57%,7,384,7,0,0.75%,679,10,22,12,0,5.30%,220.17,231.96,0.83,33911,8110,25801,215.41,0,15.85%,18.72%
2024/9/2,222,225,221,225,225.4,223.8,218.1,174.72,159.55,235.63,218.1,200.57,99,131,244,0,1553,0,0,3.03%,-13,22823,29,42,44.54%,13,397,17,4,0.77%,677,-2,12,14,0,5.29%,220.17,231.96,1.13,33326,8179,25147,215.41,0,16.08%,17.40%
2024/9/3,224,243,224,232,226.1,224.4,219.75,175.47,160.19,235.94,219.75,203.56,619,214,270,0,1553,0,0,3.03%,179,23004,303,124,44.90%,21,417,24,3,0.81%,593,-84,64,148,0,4.63%,220.17,231.96,1.63,32023,7944,24079,215.41,0,14.74%,16.07%
2024/9/4,224,254.5,216.5,237,228.1,225.6,220.95,176.23,160.88,238.47,220.95,203.43,1916,556,424,190,1743,190,0,3.40%,-27,22977,629,656,44.84%,-79,339,14,93,0.66%,595,2,166,164,0,4.65%,242.83,231.96,2.02,31222,8796,22426,218.39,6.83,15.86%,15.96%
2024/9/5,245.5,258,242,245,232.4,227.9,222.98,177.02,161.59,241.74,222.98,204.21,1585,859,546,198,1941,198,0,3.79%,-210,22768,365,575,44.44%,-23,315,7,30,0.61%,629,34,114,80,0,4.91%,246.51,231.96,1.95,31225,8745,22480,221.63,9.03,16.83%,16.40%
2024/9/6,249,269.5,249,269.5,241.7,233.15,226.25,177.95,162.41,252.14,226.25,200.36,2657,1375,788,70,2011,70,0,3.93%,375,23143,975,600,45.17%,83,398,126,43,0.78%,642,13,173,160,0,5.01%,248.91,231.96,1.89,32025,8884,23141,223.04,6.66,22.88%,19.64%
2024/9/9,270.5,285,247.5,250.5,246.8,236.1,228.5,178.77,163.16,254.6,228.5,202.4,3465,2048,1090,0,2011,0,0,3.93%,-247,22896,803,1050,44.69%,-82,316,22,104,0.62%,678,36,227,191,0,5.29%,248.91,231.96,2.26,32120,8815,23305,223.04,4.47,22.85%,21.24%
2024/9/10,256.5,263.5,241,245.5,249.5,237.8,229.85,179.56,163.85,256.53,229.85,203.17,1418,2208,1211,0,2011,0,0,3.93%,-47,22844,382,429,44.58%,-37,280,6,43,0.55%,692,14,95,81,0,5.40%,248.91,231.96,0.8,32506,8506,24000,223.04,4.15,23.21%,22.23%
2024/9/11,247.5,263,247.5,253.5,252.8,240.45,232.08,180.38,164.55,258.85,232.08,205.3,1274,2080,1318,0,2011,0,0,3.93%,43,22886,404,361,44.67%,-6,274,4,10,0.53%,657,-35,88,123,0,5.13%,248.91,231.96,2.34,32713,8359,24354,223.04,2.58,23.07%,22.65%
2024/9/12,259,267,251,257.5,255.3,243.85,233.8,181.17,165.24,262.4,233.8,205.2,1123,1987,1423,0,2011,0,0,3.93%,39,22882,341,302,44.66%,108,382,126,17,0.75%,623,-34,66,100,0,4.86%,248.91,231.96,1.18,32785,8179,24606,223.04,0.7,24.46%,23.56%
2024/9/13,260,265,257,263.5,254.1,247.9,235.68,181.94,165.95,266.79,235.68,204.56,695,1595,1485,0,2011,0,0,3.93%,81,22963,284,203,44.82%,7,389,43,36,0.76%,602,-21,57,78,0,4.70%,248.91,231.96,1.41,32814,8117,24697,223.04,0,26.40%,24.98%
2024/9/16,265,267,259.5,261,256.2,251.5,237.65,182.65,166.67,269.91,237.65,205.39,599,1022,1535,0,2011,0,0,3.93%,-13,22950,169,182,44.79%,-41,348,0,41,0.68%,629,27,74,47,0,4.91%,248.91,231.96,0.47,32393,7991,24402,223.04,0,27.15%,26.06%
2024/9/18,261.5,263,253,255.5,258.2,253.85,239.13,183.28,167.35,271.81,239.13,206.44,321,802,1505,0,2011,0,0,3.93%,-1,22949,107,108,44.79%,-21,327,1,22,0.64%,625,-4,42,46,0,4.88%,248.91,231.96,1.06,32809,7978,24831,223.04,0,27.34%,26.70%
2024/9/19,257,264.5,255,261,259.7,256.25,240.93,183.89,168.07,274.26,240.93,207.59,262,600,1340,0,2011,0,0,3.93%,47,22996,118,71,44.88%,4,331,4,0,0.65%,590,-35,14,44,5,4.61%,248.91,231.96,0.59,33661,7413,26248,223.04,0,27.67%,27.19%
2024/9/20,266,266,256,262,260.6,257.95,242.93,184.5,168.81,276.28,242.93,209.57,331,442,1215,0,2011,0,0,3.93%,-3,22993,116,119,44.87%,-19,312,31,50,0.61%,595,5,25,20,0,4.65%,248.91,231.96,0.61,32717,7150,25567,223.04,0,27.46%,27.32%
2024/9/23,262,266,260,266,261.1,257.6,245.38,185.13,169.56,277.94,245.38,212.81,238,350,973,0,2011,0,0,3.93%,44,23037,86,42,44.96%,1,313,7,6,0.61%,596,1,36,35,0,4.65%,248.91,231.96,0.94,32610,7086,25524,223.04,0,26.54%,26.93%
2024/9/24,267,283,264,277.5,264.4,260.3,248.2,185.78,170.37,281.61,248.2,214.79,882,407,714,0,2011,0,0,3.93%,-13,23024,301,314,44.94%,60,373,76,16,0.73%,624,28,105,77,0,4.87%,248.91,231.96,-0.12,32005,6724,25281,223.04,0,26.92%,26.93%
2024/9/25,280,293,270,280,269.3,263.75,250.78,186.37,171.19,285.62,250.78,215.93,1132,569,686,0,2011,0,0,3.93%,-38,22984,357,395,44.86%,-3,369,24,27,0.72%,621,-3,130,133,0,4.85%,248.91,231.96,0.33,32020,6503,25517,223.04,0,27.79%,27.36%
2024/9/26,287.5,290,276.5,276.5,272.4,266.05,253.25,186.97,172.01,288.02,253.25,218.48,645,646,623,0,2011,0,0,3.93%,5,22989,225,220,44.87%,-8,361,7,15,0.70%,582,-39,34,73,0,4.54%,248.91,231.96,0.17,31924,6292,25632,223.04,0,27.46%,27.41%
2024/9/27,284,284,269,272,274.4,267.5,255.68,187.54,172.76,288.52,255.68,222.83,325,644,543,0,2011,0,0,3.93%,-20,22952,83,103,44.79%,-41,320,1,42,0.62%,591,9,43,34,0,4.61%,248.91,231.96,0.21,31526,6242,25284,223.04,0,25.69%,26.55%
2024/9/30,272,278,267,274.5,276.1,268.6,258.25,188.12,173.53,288.41,258.25,228.09,302,657,504,-55,1956,0,55,3.82%,41,22973,128,87,44.84%,-9,311,0,9,0.61%,606,15,29,14,0,4.73%,248.91,272.6,-0.071,31315,6584,24731,223.04,-1.67,23.36%,24.95%
2024/10/1,276.5,276.5,255,258.5,272.3,268.35,259.93,188.65,174.21,285.95,259.93,233.9,591,599,503,-52,1904,0,52,3.72%,-46,22927,113,159,44.75%,0,311,7,7,0.61%,627,21,70,49,0,4.90%,248.91,267.21,0.71,31556,6666,24890,223.04,-3.57,20.03%,22.49%
2024/10/4,263,263,252.5,254,267.1,268.2,261.03,189.21,174.87,283.91,261.03,238.14,129,398,484,0,1904,0,0,3.72%,2,22918,50,48,44.73%,-4,307,0,4,0.60%,631,4,14,10,0,4.93%,248.91,267.21,0.76,31397,6766,24631,223.04,-5.37,17.53%,20.01%
2024/10/7,256,258,249.5,252,262.2,267.3,261.78,189.76,175.54,282.32,261.78,241.23,137,297,471,0,1904,0,0,3.72%,-11,22908,50,61,44.71%,-3,304,2,5,0.59%,632,1,13,12,0,4.93%,253.22,267.21,1.14,31762,6487,25275,223.04,-7.21,15.70%,17.85%
2024/10/8,257,257,251,253,258.4,266.4,262.18,190.31,176.21,281.68,262.18,242.67,100,252,448,0,1904,0,0,3.72%,-33,22877,24,57,44.65%,-1,303,5,6,0.59%,642,10,13,3,0,5.01%,262.17,267.21,0.74,31884,6476,25408,223.04,-8.5,14.88%,16.37%
2024/10/9,253,257,252.5,252.5,254,265.05,261.33,190.9,176.89,280.97,261.33,241.69,92,210,434,0,1904,0,0,3.72%,-13,22864,27,40,44.62%,-8,295,0,8,0.58%,655,13,20,7,0,5.11%,262.17,267.21,0.4,31862,6340,25522,223.04,-4.96,15.03%,15.70%
2024/10/11,261.5,261.5,243,243,250.9,261.6,260.95,191.48,177.56,281.66,260.95,240.24,260,144,371,0,1904,0,0,3.72%,-74,22790,37,111,44.48%,6,301,17,11,0.59%,656,1,30,29,0,5.12%,262.17,267.21,0.39,31732,6170,25562,223.04,0,15.87%,15.79%
2024/10/14,245,247.5,235,244,248.9,258,260.88,192.08,178.22,281.82,260.88,239.93,300,178,288,0,1904,0,0,3.72%,69,22859,155,86,44.61%,-13,287,4,17,0.56%,658,2,17,15,0,5.14%,262.17,267.21,1.11,31574,6042,25532,223.04,0,16.06%,15.92%
2024/10/15,245,247.5,240.5,247,247.9,255.05,260.55,192.69,178.9,282.13,260.55,238.97,140,178,238,0,1904,0,0,3.72%,0,22859,68,68,44.61%,-2,285,4,6,0.56%,660,2,10,8,0,5.15%,262.17,267.21,0.42,31465,5869,25596,223.04,0,16.57%,16.24%
2024/10/16,248,255,243.5,244,246.1,252.25,259.88,193.29,179.57,282.61,259.88,237.14,234,205,229,1,1905,1,0,3.72%,-71,22788,83,154,44.47%,-3,282,2,5,0.55%,683,23,29,6,0,5.33%,248.95,267.21,-0.37,28686,6046,22640,223.05,0.097,17.50%,16.87%
2024/10/17,246.5,248.5,244,244.5,244.5,249.25,258.93,193.89,180.25,282.55,258.93,235.3,85,204,207,1,1906,1,0,3.72%,6,22794,40,34,44.49%,0,282,0,0,0.55%,679,-4,3,7,0,5.30%,247.7,267.21,0.2,29078,5937,23141,223.06,0.2,18.25%,17.56%
2024/10/18,244,246.5,239,241,244.1,247.5,257.93,194.47,180.93,282.77,257.93,233.08,100,172,158,0,1906,0,0,3.72%,-9,22785,31,40,44.47%,2,284,4,2,0.55%,679,0,9,9,0,5.30%,247.7,267.21,-0.29,29339,5782,23557,223.06,0.23,19.27%,18.41%
2024/10/21,244,261,244,261,247.5,248.2,258.2,195.16,181.68,283.05,258.2,233.35,154,143,160,73,2659,73,0,5.19%,-3,22782,33,36,44.46%,1,285,1,0,0.56%,666,-13,6,19,0,5.20%,255.78,267.21,0.3,28568,5744,22824,223.95,10.52,19.25%,18.83%
2024/10/22,258,268,254,268,251.7,249.8,258.55,195.83,182.46,283.75,258.55,233.35,329,180,179,73,2732,73,0,5.33%,17,22799,99,82,44.50%,1,286,1,0,0.56%,676,10,32,22,0,5.28%,259.42,267.21,0.73,28732,5765,22967,225,16.41,19.49%,19.16%
2024/10/23,268,279,266,277.5,258.4,252.25,259.33,196.59,183.29,285.82,259.33,232.83,404,214,210,72,2804,72,0,5.47%,26,22825,134,108,44.55%,3,289,4,1,0.56%,666,-10,21,31,0,5.20%,264.49,267.21,-0.18,28289,5754,22535,226.28,20.43,20.43%,19.80%
2024/10/24,277,278.5,266.5,268,263.1,253.8,259.43,197.29,184.09,286.03,259.43,232.82,350,267,236,71,2875,71,0,5.61%,-90,22750,88,178,44.40%,0,289,7,7,0.56%,658,-8,23,31,0,5.14%,266.11,267.21,-0.22,27953,5893,22060,227.39,21.62,20.51%,20.15%
2024/10/25,270,272.5,259,272.5,269.4,256.75,259.18,198.03,184.9,285.19,259.18,233.16,260,299,236,72,2947,72,0,5.75%,-82,22673,55,137,44.25%,-2,287,0,2,0.56%,670,12,24,12,0,5.23%,266.42,267.21,-0.5,28197,5794,22403,228.38,24.11,20.07%,20.11%
2024/10/28,272.5,272.5,261.5,261.5,269.5,258.5,258.25,198.7,185.66,282.49,258.25,234.01,121,293,218,5,2952,5,0,5.76%,-43,22635,20,63,44.18%,0,287,1,1,0.56%,681,11,25,14,0,5.32%,266.4,267.21,-0.43,28137,5837,22300,228.44,20.01,18.77%,19.44%
2024/10/29,264,268,260,260.5,268,259.85,257.45,199.37,186.41,280.24,257.45,234.66,70,241,211,1,2953,1,0,5.76%,-1,22634,23,24,44.17%,-1,286,0,1,0.56%,676,-5,9,14,0,5.28%,266.39,267.21,0.76,28785,6130,22655,228.45,18.34,17.70%,18.57%
2024/10/30,265,265,256,256,263.7,261.05,256.65,200.02,187.13,278.44,256.65,234.86,48,170,192,0,2953,0,0,5.76%,-6,22638,11,17,44.18%,-1,285,0,1,0.56%,677,1,5,4,0,5.29%,266.39,267.21,0.85,28952,6133,22819,228.45,17.55,16.98%,17.78%
2024/11/1,258.5,266,256,259,261.9,262.5,255.88,200.69,187.86,276.12,255.88,235.63,85,117,192,0,2953,0,0,5.76%,2,22642,30,28,44.19%,0,285,0,0,0.56%,682,5,13,8,0,5.32%,266.39,261.51,1.08,29781,6099,23682,228.45,13.36,15.82%,16.80%
2024/11/4,258,260,258,258.5,259.1,264.25,255.88,201.36,188.58,276.12,255.88,235.63,26,70,185,0,2953,0,0,5.76%,-2,22640,5,7,44.19%,-1,284,0,1,0.55%,684,2,6,4,0,5.34%,266.39,261.51,0.66,30423,5940,24483,228.45,1.71,15.82%,16.31%
2024/11/5,261,261,256,256,258,263.75,255.98,202.01,189.3,276.2,255.98,235.75,87,63,178,0,2953,0,0,5.76%,15,22649,32,17,44.20%,0,284,0,0,0.55%,681,-3,6,9,0,5.32%,266.39,261.51,1.06,31330,6178,25152,228.45,0.32,15.80%,16.06%
2024/11/6,258.5,260.5,253,256.5,257.2,262.6,256.2,202.6,190.02,276.35,256.2,236.05,102,70,155,0,2953,0,0,5.76%,-20,22629,26,46,44.16%,11,295,11,0,0.58%,686,5,15,10,0,5.36%,266.39,261.51,0.59,31831,6296,25535,228.45,0,15.73%,15.89%
2024/11/7,263.5,282,263.5,282,262.4,263.05,257.65,203.27,190.84,280.64,257.65,234.66,974,255,212,0,2953,0,0,5.76%,190,22819,304,114,44.54%,-6,289,4,10,0.56%,759,73,192,119,0,5.93%,266.39,261.51,0.27,31814,6114,25700,228.45,0,17.85%,16.87%
2024/11/8,288.5,299,255.5,260.5,262.7,262.3,258.05,203.76,191.57,280.95,258.05,235.15,3206,879,498,-161,2792,0,161,5.45%,-128,22692,1026,1154,44.29%,-7,282,2,9,0.55%,703,-56,223,279,0,5.49%,266.39,281.09,0.53,31398,6018,25380,228.45,-3.66,17.74%,17.31%
2024/11/11,260.5,271.5,255.5,261,263.2,261.15,258.95,204.17,192.3,280.8,258.95,237.1,696,1013,542,0,2792,0,0,5.45%,172,22864,371,199,44.62%,0,282,4,4,0.55%,611,-92,26,118,0,4.77%,266.39,281.09,0.32,31617,6039,25578,228.45,-3.18,16.88%,17.09%
