時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超(張),投信持股(張),買進(張),賣出(張),投信持股比例,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,近 5 期，投信買超佔成交量比重,BBand width,Band%EMA3
2023/10/2,83.1,84.2,81.4,81.9,83.56,87.15,81.04,62.34,60.87,95.97,81.04,66.11,219,434,1085,0,3,0,0,0.01%,-14,22199,22,36,44.81%,9,144,9,0,0.29%,621,-3,23,26,0,4.85%,66.88,0,1.68,14626,11071,3555,51.67,0,36.86%,38.35%
2023/10/3,82.6,90,82,90,84.54,86.91,81.96,62.5,61,96.72,81.96,67.2,1176,508,1007,0,3,0,0,0.01%,39,22235,197,158,44.88%,-4,140,4,8,0.28%,722,101,193,92,0,5.64%,66.88,0,0.76,14571,11236,3335,51.67,0,36.02%,37.18%
2023/10/4,92,98.4,88.3,89.4,85.42,86.45,82.82,62.65,61.14,97.21,82.82,68.43,4376,1297,1300,0,3,0,0,0.01%,-83,22155,518,601,44.72%,10,149,19,9,0.30%,753,31,389,358,0,5.88%,66.88,0,0.86,14461,11572,2889,51.67,0,34.74%,35.96%
2023/10/5,88.6,96,87.7,96,88.04,87.38,83.99,62.82,61.29,98.66,83.99,69.32,1908,1597,1382,0,3,0,0,0.01%,112,22268,429,317,44.95%,6,155,10,4,0.31%,740,-13,199,212,0,5.78%,66.88,0,0.68,14531,11362,3169,51.67,0,34.94%,35.45%
2023/10/6,99.5,101,94,95.3,90.52,87.68,84.86,62.99,61.46,100.04,84.86,69.68,2222,1980,1410,0,3,0,0,0.01%,-175,22095,219,394,44.60%,7,162,7,0,0.33%,772,32,209,177,0,6.03%,66.88,0,0.84,14470,11131,3339,51.67,0,35.78%,35.61%
2023/10/11,96.8,98.8,92.3,92.3,92.6,88.08,85.85,63.15,61.63,100.25,85.85,71.44,930,2122,1278,0,3,0,0,0.01%,-30,22065,88,118,44.54%,17,179,17,0,0.36%,783,11,114,103,0,6.11%,66.88,0,0.32,14645,10856,3789,51.67,0,33.57%,34.59%
2023/10/12,92.8,94.4,91.1,91.6,92.92,88.73,86.73,63.32,61.81,100.24,86.73,73.22,350,1957,1233,0,3,0,0,0.01%,-7,22058,44,51,44.53%,3,182,3,0,0.37%,757,-26,34,60,0,5.91%,66.88,0,0.5,14449,10635,3814,51.67,0,31.16%,32.87%
2023/10/13,91.5,93,88.5,88.5,92.74,89.08,87.51,63.47,61.98,99.45,87.51,75.57,585,1199,1248,0,3,0,0,0.01%,51,22109,111,60,44.63%,22,204,22,0,0.41%,820,63,110,47,0,6.40%,66.88,0,0.13,14462,10744,3718,51.67,0,27.28%,30.08%
2023/10/16,86.8,89.5,83.4,84.3,90.4,89.22,88.17,63.59,62.13,97.63,88.17,78.7,556,929,1263,0,3,0,0,0.01%,14,22123,99,85,44.66%,3,207,3,0,0.42%,774,-46,79,125,0,6.04%,66.88,0,0.67,14137,10919,3218,51.67,0,21.47%,25.77%
2023/10/17,86.5,86.5,84.1,84.3,88.2,89.36,88.47,63.71,62.27,97,88.47,79.93,224,529,1255,0,3,0,0,0.01%,-24,22099,23,47,44.61%,0,207,0,0,0.42%,779,5,31,26,0,6.08%,66.88,0,0.014,14384,11032,3352,51.67,0,19.29%,22.53%
2023/10/18,85.1,85.5,83.9,84.1,86.56,89.58,88.37,63.83,62.4,97.05,88.37,79.68,226,388,1255,0,3,0,0,0.01%,21,22159,93,72,44.73%,0,207,0,0,0.42%,739,-40,2,42,0,5.77%,66.88,0,-0.59,12699,11322,1377,51.67,0,19.66%,21.09%
2023/10/19,84,84,82.4,82.9,84.82,88.87,87.89,63.93,62.53,96.68,87.89,79.1,208,360,1159,0,3,0,0,0.01%,-22,22139,36,58,44.69%,1,208,1,0,0.42%,736,-3,16,19,0,5.75%,66.88,0,1.06,12929,11323,1606,51.67,0,20.00%,20.55%
2023/10/20,82,83.5,79.9,81.4,83.4,88.07,87.26,64.03,62.66,96.01,87.26,78.51,226,288,744,0,3,0,0,0.01%,39,22178,64,25,44.77%,-2,206,1,3,0.42%,759,23,52,29,0,5.93%,66.88,0,0.94,13176,11329,1847,51.67,0,20.06%,20.30%
2023/10/23,81.4,81.4,78.1,78.6,82.26,86.33,86.86,64.12,62.78,96.39,86.86,77.32,312,239,584,0,3,0,0,0.01%,63,22241,100,37,44.90%,-10,196,1,11,0.40%,754,-5,44,49,0,5.89%,66.88,0,0.079,13368,11479,1889,51.67,0,21.95%,21.13%
2023/10/24,78.7,80.8,78.1,80.7,81.54,84.87,86.28,64.22,62.91,95.82,86.28,76.73,157,226,377,0,3,0,0,0.01%,-8,22226,25,33,44.87%,0,196,3,3,0.40%,754,0,20,20,0,5.89%,66.88,0,0.82,13765,11371,2394,51.67,0,22.14%,21.63%
2023/10/25,80.7,81.8,80,80.6,80.84,83.7,85.89,64.31,63.04,95.7,85.89,76.08,169,214,301,0,3,0,0,0.01%,2,22228,35,33,44.87%,0,196,0,0,0.40%,725,-29,25,54,0,5.66%,66.88,0,1.72,13844,11250,2594,51.67,0,22.84%,22.24%
2023/10/26,79,79.1,77.4,77.4,79.74,82.28,85.51,64.38,63.16,95.99,85.51,75.02,200,213,286,0,3,0,0,0.01%,-34,22195,24,58,44.80%,0,196,0,0,0.40%,711,-14,28,42,0,5.55%,66.88,0,0.75,13760,11576,2184,51.67,0,24.52%,23.38%
2023/10/27,78,78.8,77.1,77.5,78.96,81.18,85.13,64.47,63.27,96.18,85.13,74.08,76,183,235,0,3,0,0,0.01%,-8,22187,12,20,44.79%,1,197,2,1,0.40%,711,0,6,6,0,5.55%,66.88,0,0.91,13814,11471,2343,51.67,0,25.96%,24.67%
2023/10/30,77.5,77.5,75.7,76.2,78.48,80.37,84.8,64.57,63.38,96.48,84.8,73.11,103,141,190,0,3,0,0,0.01%,-8,22179,3,11,44.77%,-34,163,0,34,0.33%,718,7,14,7,0,5.61%,66.88,0,1.48,13845,11459,2386,51.67,0,27.57%,26.12%
2023/10/31,77,82.5,76.3,80.4,78.42,79.98,84.67,64.68,63.51,96.49,84.67,72.85,480,206,216,0,3,0,0,0.01%,-41,22141,58,99,44.69%,-21,142,2,23,0.29%,744,26,69,43,0,5.81%,66.88,0,1.54,13853,11745,2108,51.67,0,27.92%,27.02%
2023/11/1,81.9,82.2,78.7,80,78.3,79.57,84.58,64.8,63.63,96.51,84.58,72.64,252,222,218,0,3,0,0,0.01%,-29,22113,24,53,44.64%,-1,141,0,1,0.28%,739,-5,34,39,0,5.77%,66.88,0,1.07,14326,11434,2892,51.67,0,28.23%,27.62%
2023/11/2,81,84.7,80.4,84,79.62,79.68,84.28,64.94,63.76,95.95,84.28,72.6,514,285,249,0,3,0,0,0.01%,86,22204,179,93,44.82%,1,142,1,0,0.29%,757,18,84,66,0,5.91%,66.88,0,0.93,14555,10934,3621,51.67,0,27.71%,27.67%
2023/11/3,84.4,84.8,82.5,84.1,80.94,79.95,84.01,65.08,63.9,95.45,84.01,72.57,212,312,248,0,3,0,0,0.01%,-36,22175,12,48,44.76%,-1,141,0,1,0.28%,786,29,46,17,0,6.14%,66.88,0,1.13,14624,10658,3966,51.67,0,27.23%,27.45%
2023/11/6,84.2,85,83.5,83.8,82.46,80.47,83.4,65.21,64.03,93.43,83.4,73.37,158,323,232,0,3,0,0,0.01%,19,22210,47,28,44.83%,30,171,30,0,0.35%,740,-46,7,50,3,5.78%,66.88,0,0.46,15628,10632,4996,51.67,0,24.05%,25.75%
2023/11/7,83.7,84.5,82.8,83.2,83.02,80.72,82.8,65.34,64.16,91.21,82.8,74.38,102,248,227,0,3,0,0,0.01%,24,22234,37,13,44.88%,0,171,0,0,0.35%,702,-38,1,39,0,5.48%,66.88,0,0.74,15981,10622,5359,51.67,0,20.32%,23.04%
2023/11/8,83,85,83,84.9,84,81.15,82.43,65.48,64.3,89.71,82.43,75.14,124,222,222,0,3,0,0,0.01%,15,22249,45,30,44.91%,8,179,8,0,0.36%,705,3,12,9,0,5.50%,66.88,0,0.38,16160,10619,5541,51.67,0,17.67%,20.35%
2023/11/9,85.9,90,85.3,85.6,84.32,81.97,82.13,65.62,64.44,88.28,82.13,75.97,513,222,253,0,3,0,0,0.01%,-82,22179,79,161,44.77%,4,183,9,5,0.37%,790,85,120,35,0,6.17%,66.88,0,0.34,15688,10269,5419,51.67,0,14.99%,17.67%
2023/11/10,86,87.5,83.2,85.1,84.52,82.73,81.96,65.76,64.55,87.56,81.96,76.35,216,223,267,0,3,0,0,0.01%,-22,22160,29,51,44.73%,4,187,7,3,0.38%,811,21,41,20,0,6.33%,66.88,0,0.24,15241,10427,4814,51.67,0,13.68%,15.67%
2023/11/13,87.3,88.5,85.5,85.9,84.94,83.7,82.04,65.91,64.69,87.81,82.04,76.26,226,236,280,0,3,0,0,0.01%,52,22213,89,37,44.84%,6,193,6,0,0.39%,821,10,34,24,0,6.41%,66.88,0,0.079,15104,10154,4950,51.67,0,14.09%,14.88%
2023/11/14,85.9,88.8,85.9,87.6,85.82,84.42,82.2,66.06,64.81,88.4,82.2,76,163,248,248,0,3,0,0,0.01%,48,22260,66,18,44.93%,-1,192,0,1,0.39%,797,-24,12,36,0,6.22%,66.88,0,0.095,14604,10045,4559,51.67,0,15.09%,14.98%
2023/11/15,88.6,90.5,86.5,90,86.84,85.42,82.5,66.22,64.95,89.53,82.5,75.46,400,304,263,0,3,0,0,0.01%,66,22320,145,79,45.06%,2,194,5,3,0.39%,795,-2,57,59,0,6.21%,66.88,0,-0.91,13707,9813,3894,51.67,0,17.06%,16.02%
2023/11/16,95.1,99,95.1,99,89.52,86.92,83.3,66.43,65.13,93.37,83.3,73.23,577,316,269,0,3,0,0,0.01%,16,22346,26,10,45.11%,0,194,0,0,0.39%,778,-17,134,151,0,6.07%,66.88,0,-0.066,14406,9819,4587,51.67,0,24.18%,20.10%
2023/11/17,108.5,108.5,104,108.5,94.2,89.36,84.66,66.69,65.33,99.5,84.66,69.81,2140,701,462,0,3,0,0,0.01%,93,22433,243,150,45.28%,-22,172,0,22,0.35%,1102,324,611,287,0,8.60%,66.88,0,-0.2,14979,9829,5150,51.67,0,35.07%,27.58%
2023/11/20,108,119,107,119,100.82,92.88,86.68,67,65.58,107.47,86.68,65.88,2452,1146,691,0,3,0,0,0.01%,342,22775,660,318,45.97%,-13,159,0,13,0.32%,990,-112,196,308,0,7.73%,66.88,0,0.18,15614,9929,5685,51.67,0,47.99%,37.79%
2023/11/21,123,130.5,120,130.5,109.4,97.61,89.17,67.37,65.89,117.18,89.17,61.15,3246,1763,1006,0,3,0,0,0.01%,363,23130,949,586,46.69%,-37,122,8,45,0.25%,1005,15,260,245,0,7.85%,66.88,0,-0.25,16559,9873,6686,51.67,0,62.84%,50.31%
2023/11/22,130.5,142,129.5,138.5,119.1,102.97,92.06,67.77,66.23,127.04,92.06,57.08,4293,2542,1423,0,3,0,0,0.01%,50,23180,984,934,46.79%,2,124,4,2,0.25%,916,-89,212,301,0,7.15%,66.88,0,0.0076,17052,10032,7020,51.67,0,75.99%,63.15%
2023/11/23,140.5,142,136,141,127.5,108.51,95.24,68.19,66.58,135.48,95.24,55,579,2542,1429,0,3,0,0,0.01%,30,23220,35,5,46.87%,41,165,41,0,0.33%,940,24,118,94,0,7.34%,66.88,0,-0.0002,17609,10030,7579,51.67,0,84.50%,73.82%
2023/11/24,142,142,137.5,138.5,133.5,113.85,98.29,68.59,66.92,141.8,98.29,54.78,212,2156,1429,0,3,0,0,0.01%,38,23257,43,5,46.95%,28,193,28,0,0.39%,926,-14,38,52,0,7.23%,66.88,0,0.21,17725,10024,7701,51.67,0,88.53%,81.18%
2023/11/27,140,147.5,136,147.5,139.2,120.01,101.86,69.04,67.29,149.07,101.86,54.64,629,1792,1469,0,3,0,0,0.01%,62,23319,64,2,47.07%,4,197,13,9,0.40%,1063,137,210,73,0,8.30%,66.88,0,-0.3,17515,10339,7176,51.67,0,92.71%,86.94%
2023/11/28,152,162,151,162,145.5,127.45,105.94,69.56,67.73,158.79,105.94,53.08,545,1252,1507,0,3,0,0,0.01%,23,23342,23,0,47.12%,-10,187,1,11,0.38%,1228,165,273,108,0,9.59%,66.88,0,0.075,17606,10070,7536,51.67,0,99.79%,93.37%
2023/11/29,170,171,157,157,149.2,134.15,109.79,70.05,68.15,165.66,109.79,53.91,639,521,1531,0,3,0,0,0.01%,14,23356,32,18,47.15%,-5,182,5,10,0.37%,1051,-177,123,300,0,8.21%,66.88,0,0.45,18100,10370,7730,51.67,0,101.78%,97.57%
2023/11/30,155,164.5,152,158.5,152.7,140.1,113.51,70.55,68.56,171.89,113.51,55.13,541,513,1528,0,3,0,0,0.01%,46,23402,50,4,47.24%,-2,180,0,2,0.36%,1077,26,156,130,0,8.41%,66.88,0,0.027,19141,10340,8801,51.67,0,102.86%,100.21%
2023/12/1,160,162.5,158,158.5,156.7,145.1,117.23,71.06,68.98,177.1,117.23,57.36,200,511,1334,0,3,0,0,0.01%,36,23436,36,0,47.31%,3,183,3,0,0.37%,1039,-38,31,69,0,8.11%,66.88,0,0.45,19168,10338,8830,51.67,0,102.14%,101.18%
2023/12/4,160,160,150.5,151.5,157.5,148.35,120.62,71.53,69.35,180.19,120.62,61.04,310,447,1119,0,3,0,0,0.01%,14,23445,48,34,47.33%,2,185,6,4,0.37%,1074,35,111,76,0,8.39%,66.88,0,0.18,18627,10134,8493,51.67,0,98.79%,99.98%
2023/12/5,148,149,140,143.5,153.8,149.65,123.63,71.96,69.69,181.41,123.63,65.85,642,466,859,0,3,0,0,0.01%,-23,23420,108,131,47.28%,1,186,2,1,0.36%,1023,-51,148,199,0,7.99%,66.88,0,0.015,18696,10147,8549,51.67,0,93.47%,96.72%
2023/12/6,143,148.5,142,142,150.8,150,126.49,72.39,70.04,181.92,126.49,71.05,390,417,469,0,3,0,0,0.01%,37,23457,37,0,47.35%,-16,170,0,16,0.33%,1001,-22,123,145,0,7.82%,66.88,0,1.46,17804,10140,7664,51.67,0,87.65%,92.19%
2023/12/7,140,155,136.5,143,147.7,150.2,129.36,72.82,70.39,181.89,129.36,76.82,2565,821,667,0,3,0,0,0.01%,-155,23302,725,880,47.04%,-32,138,8,40,0.27%,849,-152,144,296,0,6.63%,66.88,0,0.33,17723,10300,7423,51.67,0,81.23%,86.71%
2023/12/8,140.5,145.5,133.5,134.5,142.9,149.8,131.83,73.21,70.7,180.3,131.83,83.35,1109,1003,757,0,3,0,0,0.01%,-55,23248,273,328,46.93%,20,158,22,2,0.31%,838,-11,80,91,0,6.54%,66.88,0,0.16,18394,10490,7904,51.67,0,73.54%,80.12%
2023/12/11,138.5,147.5,124,125.5,137.7,147.6,133.81,73.55,70.98,177.62,133.81,89.99,4140,1769,1108,0,3,0,0,0.01%,-79,23169,1069,1148,46.77%,8,166,13,5,0.32%,964,126,288,162,0,7.53%,66.88,0,0.02,18857,10238,8619,51.67,0,65.49%,72.81%
2023/12/12,125.5,125.5,120,124.5,133.9,143.85,135.65,73.89,71.25,174.34,135.65,96.96,1470,1935,1201,0,3,0,0,0.01%,-120,23049,477,597,46.53%,1,167,5,4,0.33%,1025,61,124,63,0,8.00%,66.88,0,0.89,18473,10232,8241,51.67,0,57.04%,64.92%
2023/12/13,123.5,127.5,122.5,125,130.5,140.65,137.4,74.23,71.51,170.42,137.4,104.38,628,1982,1200,0,3,0,0,0.01%,-84,22965,150,234,46.36%,-1,166,0,1,0.32%,1027,2,49,47,0,8.02%,66.88,0,1.34,18410,9882,8528,51.67,0,48.06%,56.49%
2023/12/14,127,130.5,122,123.5,126.6,137.15,138.63,74.57,71.77,167.4,138.63,109.85,881,1646,1234,0,3,0,0,0.01%,-226,22742,128,354,45.91%,-1,165,0,1,0.32%,1080,53,116,63,0,8.43%,66.88,0,1.15,18413,9611,8802,51.67,0,41.52%,49.01%
2023/12/15,123.5,128.5,121,125,124.7,133.8,139.45,74.91,72.04,165.55,139.45,113.35,674,1559,1281,0,3,0,0,0.01%,57,22806,196,139,46.04%,-1,164,0,1,0.32%,1053,-27,84,111,0,8.22%,66.88,0,0.091,17221,9605,7616,51.67,0,37.43%,43.22%
2023/12/18,125,132,124,125.5,124.7,131.2,139.78,75.26,72.31,164.99,139.78,114.56,846,900,1335,0,3,0,0,0.01%,-76,22730,194,270,45.88%,-3,161,0,3,0.31%,1067,14,81,67,0,8.33%,66.88,0,0.044,17971,9606,8365,51.67,0,36.08%,39.65%
2023/12/19,124.5,125,120.5,122.5,124.3,129.1,139.38,75.6,72.56,165.41,139.38,113.34,468,699,1317,0,3,0,0,0.01%,-14,22680,117,131,45.78%,-2,159,2,4,0.31%,1086,19,69,50,0,8.48%,66.88,0,0.3,17658,9822,7836,51.67,0,37.36%,38.50%
2023/12/20,124.5,134.5,123,134.5,126.2,128.35,139.18,75.99,72.86,165.29,139.18,113.06,1593,892,1437,0,3,0,0,0.01%,82,22765,400,318,45.95%,2,161,6,4,0.31%,1066,-20,167,187,0,8.32%,66.88,0,-0.5,18005,10011,7994,51.67,0,37.53%,38.02%
2023/12/21,132.5,134,125.5,125.5,126.6,126.6,138.4,76.34,73.12,165.17,138.4,111.63,1324,981,1313,0,3,0,0,0.01%,-300,22474,215,515,45.37%,3,164,3,0,0.32%,1040,-26,111,137,0,8.12%,66.88,0,-0.31,18550,10229,8321,51.67,0,38.68%,38.35%
2023/12/22,127,130,124,127,127,125.85,137.83,76.69,73.41,165.05,137.83,110.6,469,940,1249,0,3,0,0,0.01%,9,22485,123,114,45.39%,0,164,0,0,0.32%,1040,0,44,44,0,8.12%,66.88,0,0.95,18763,10229,8534,51.67,0,39.50%,38.93%
2023/12/25,128,128,123.5,124.5,126.8,125.75,136.68,77.03,73.68,164.11,136.68,109.24,289,829,864,0,3,0,0,0.01%,-12,22473,55,67,45.36%,-4,160,0,4,0.31%,1056,16,54,38,0,8.24%,66.88,0,0.75,18883,10113,8770,51.67,0,40.14%,39.54%
2023/12/26,124.5,128.5,124.5,127.5,127.8,126.05,134.95,77.39,73.98,160.04,134.95,109.86,237,782,741,0,3,0,0,0.01%,74,22547,122,48,45.51%,0,160,1,1,0.31%,1058,2,40,38,0,8.26%,66.88,0,0.93,18853,10012,8841,51.67,0,37.18%,38.36%
2023/12/27,129,129,125.5,126.5,126.2,126.2,133.43,77.74,74.27,156.6,133.43,110.25,224,509,701,0,3,0,0,0.01%,6,22550,68,62,45.52%,2,162,2,0,0.32%,1017,-41,18,59,0,7.94%,66.88,0,0.29,20133,10196,9937,51.67,0,34.74%,36.55%
2023/12/28,127,127.5,124,126.5,126.4,126.5,131.83,78.08,74.56,152.09,131.83,111.56,200,284,632,0,3,0,0,0.01%,13,22563,74,61,45.55%,-5,157,0,5,0.31%,1012,-5,14,19,0,7.90%,66.88,0,-0.43,21264,10996,10268,51.67,0,30.74%,33.64%
2023/12/29,127,130,125,125.5,126.1,126.55,130.18,78.42,74.85,146.47,130.18,113.88,346,259,600,0,3,0,0,0.01%,-46,22517,75,121,45.45%,-1,156,2,3,0.30%,1036,24,48,24,0,8.09%,66.88,0,0.75,21445,11255,10190,51.67,0,25.03%,29.34%
2024/1/2,127,127,122.5,124.5,126.1,126.45,128.83,78.74,75.13,142,128.83,115.65,168,235,532,0,3,0,0,0.01%,-12,22505,35,47,45.43%,-12,144,0,12,0.28%,1018,-18,14,32,0,7.95%,66.88,0,0.11,21605,11576,10029,51.67,0,20.46%,24.90%
2024/1/3,124.5,128.5,124,126,125.8,126.8,127.95,79.08,75.42,139.31,127.95,116.59,323,252,517,0,3,0,0,0.01%,25,22525,122,97,45.47%,-1,142,0,1,0.28%,1032,14,46,32,0,8.06%,66.88,0,0.86,20764,11953,8811,51.67,0,17.76%,21.33%
2024/1/4,127,138.5,127,138.5,128.2,127.2,127.78,79.48,75.76,138.35,127.78,117.2,1934,594,551,0,3,0,0,0.01%,-66,22460,230,296,45.34%,0,142,0,0,0.28%,1174,142,341,199,0,9.17%,66.88,0,1.16,20484,11721,8763,51.67,0,16.55%,18.94%
2024/1/5,143,152,133.5,148,132.5,129.45,128.03,79.92,76.13,140.15,128.03,115.9,6351,1824,1054,378,381,378,0,0.74%,6,22479,1034,1028,45.38%,-4,138,0,4,0.27%,1013,-161,276,437,0,7.91%,144.02,0,1.52,19898,11397,8501,143.29,4.14,18.94%,18.94%
2024/1/8,156,162.5,153.5,162.5,139.9,133,129.43,80.45,76.57,148.62,129.43,110.23,1432,2042,1150,0,381,0,0,0.74%,-117,22367,179,296,45.15%,0,138,0,0,0.27%,1050,37,138,101,0,8.20%,144.02,0,0.92,20016,11296,8720,143.29,3.7,29.66%,24.30%
2024/1/9,152,178.5,149,178.5,150.7,138.4,132.08,81.05,77.08,160.69,132.08,103.46,9152,3838,2037,357,738,357,0,1.44%,72,22438,1693,1621,45.29%,0,138,0,0,0.27%,973,-77,354,431,0,7.60%,154.02,0,1.22,20487,11292,9195,153.61,3.83,43.33%,33.82%
2024/1/10,180.5,186,175,180,161.5,143.65,134.85,81.66,77.59,170.01,134.85,99.69,8764,5527,2889,0,738,0,0,1.44%,-11,22391,1630,1641,45.20%,0,138,0,0,0.27%,1109,136,375,239,0,8.66%,154.02,0,1.08,19390,10961,8429,153.61,2.66,52.14%,42.98%
2024/1/11,175,177.5,167,172,168.2,148.2,137.2,82.21,78.07,175.55,137.2,98.85,3053,5750,3172,0,738,0,0,1.44%,-30,22363,577,607,45.14%,6,144,6,0,0.28%,981,-128,181,309,0,7.66%,154.02,0,0.56,20183,11102,9081,153.61,2.56,55.90%,49.44%
2024/1/12,172,172.5,163.5,163.5,171.3,151.9,139.2,82.73,78.51,178.64,139.2,99.76,588,4598,3211,0,738,0,0,1.44%,97,22460,101,4,45.34%,36,180,36,0,0.35%,997,16,154,138,0,7.78%,154.02,0,0.43,19763,11259,8504,153.61,1.55,56.66%,53.05%
2024/1/15,165.5,171,165.5,169.5,172.7,156.3,141.43,83.28,78.98,182.4,141.43,100.45,267,4365,3203,0,738,0,0,1.44%,28,22480,30,2,45.38%,0,180,0,0,0.35%,987,-10,57,67,0,7.71%,154.02,0,0.89,18285,10825,7460,153.61,1.64,57.94%,55.50%
2024/1/16,169.5,173,165,165,170,160.35,143.4,83.8,79.43,184.92,143.4,101.88,301,2595,3217,0,738,0,0,1.44%,22,22507,28,6,45.43%,0,180,0,0,0.35%,978,-9,92,101,0,7.64%,154.02,0,0.32,14649,10721,3928,153.61,0,57.90%,56.70%
2024/1/17,168,169,164.5,167.5,167.5,164.5,145.65,84.34,79.89,187.27,145.65,104.03,225,887,3207,0,738,0,0,1.44%,9,22516,23,14,45.45%,1,181,1,0,0.35%,981,3,56,53,0,7.66%,154.02,0,1.72,13684,10854,2830,153.61,0,57.15%,56.93%
2024/1/18,167.5,169.5,164,164,165.9,167.05,147.13,84.87,80.33,189.15,147.13,105.1,199,316,3033,0,738,0,0,1.44%,6,22522,12,6,45.46%,0,181,0,0,0.35%,942,-39,23,62,0,7.35%,154.02,0,1.02,13600,10450,3150,153.61,0,57.13%,57.03%
2024/1/19,164,167,163,163.5,165.9,168.6,149.03,85.39,80.77,190.4,149.03,107.65,142,227,2412,0,738,0,0,1.44%,12,22534,20,8,45.49%,0,181,0,0,0.35%,921,-21,15,32,4,7.19%,154.02,0,0.75,13515,9824,3691,153.61,0,55.52%,56.27%
2024/1/22,163,163.5,158,158,163.6,168.15,150.58,85.88,81.19,190.84,150.58,110.31,200,213,2289,0,738,0,0,1.44%,17,22551,18,1,45.52%,0,181,0,0,0.35%,919,-2,62,64,0,7.18%,154.02,0,-0.023,13744,9663,4081,153.61,0,53.48%,54.88%
2024/1/23,156,160,156,158,162.2,166.1,152.25,86.37,81.61,190.79,152.25,113.72,73,168,1381,0,738,0,0,1.44%,4,22555,7,3,45.53%,0,181,0,0,0.35%,898,-21,13,34,0,7.01%,154.02,0,-0.22,13655,9760,3895,153.61,0,50.62%,52.75%
2024/1/24,157.5,173.5,157.5,173.5,163.4,165.45,154.55,86.93,82.09,192.39,154.55,116.71,557,234,561,0,738,0,0,1.44%,-4,22551,7,11,45.52%,-1,180,0,1,0.35%,868,-30,143,173,0,6.78%,154.02,0,-0.68,12987,9760,3227,153.61,0,48.96%,50.86%
2024/1/25,171,175,168,168.5,164.3,165.1,156.65,87.46,82.55,192.64,156.65,120.66,362,267,291,0,738,0,0,1.44%,-15,22536,0,15,45.49%,0,180,0,0,0.35%,792,-76,74,150,0,6.18%,154.02,0,-0.17,12782,9602,3180,153.61,0,45.95%,48.40%
2024/1/26,168,177,168,174.5,166.5,166.2,159.05,88.02,83.03,193.03,159.05,125.07,423,323,275,0,738,0,0,1.44%,0,22536,0,0,45.49%,0,180,0,0,0.35%,845,53,163,110,0,6.60%,154.02,0,-0.24,12703,9602,3101,153.61,0,42.72%,45.56%
2024/1/29,173,177,168.5,171,169.1,166.35,161.33,88.57,83.51,191.94,161.33,130.71,440,371,292,0,738,0,0,1.44%,-21,22515,0,21,45.45%,-36,144,0,36,0.28%,849,4,59,55,0,6.63%,154.02,0,0.47,12222,9191,3031,153.61,0,37.95%,41.76%
2024/1/30,169,175,162.5,163,170.1,166.15,163.25,89.08,83.95,188.78,163.25,137.72,1549,666,417,0,738,0,0,1.44%,-177,22342,157,334,45.10%,0,144,0,0,0.28%,958,109,194,85,0,7.48%,154.02,0,-0.49,12328,9173,3155,153.61,0,31.27%,36.52%
2024/1/31,164.5,178.5,164.5,169.5,169.3,166.35,165.43,89.62,84.41,184.48,165.43,146.37,1748,904,569,0,738,0,0,1.44%,69,22386,321,252,45.19%,16,160,16,0,0.31%,974,16,187,171,0,7.60%,154.02,0,-0.5,12212,9343,2869,153.61,0,23.04%,29.78%
2024/2/1,172,176.5,165.5,165.5,168.7,166.5,166.78,90.13,84.87,181.29,166.78,152.26,1017,1035,651,0,738,0,0,1.44%,-98,22292,95,193,45.00%,0,160,15,15,0.31%,912,-62,95,157,0,7.12%,154.02,0,0.12,12331,9339,2992,153.61,0,17.41%,23.59%
2024/2/2,167,169.5,164,164,166.6,166.55,167.58,90.65,85.32,179.37,167.58,155.78,516,1054,689,0,738,0,0,1.44%,1,22296,90,89,45.01%,-15,145,0,15,0.28%,905,-7,60,67,0,7.07%,164.6,0,0.054,12233,9176,3057,153.61,0,14.08%,18.84%
2024/2/5,164.5,165,157,158,164,166.55,167.35,91.13,85.74,179.69,167.35,155.01,570,1080,726,0,738,0,0,1.44%,-3,22293,106,109,45.00%,37,182,37,0,0.36%,860,-45,43,88,0,6.71%,164.6,0,-0.53,12462,9169,3293,153.61,0,14.74%,16.79%
2024/2/15,160.5,172,160,171.5,165.7,167.9,167,91.69,86.22,178.42,167,155.59,736,917,792,32,770,32,0,1.50%,-1,22298,166,167,45.01%,84,266,84,0,0.52%,882,22,85,63,0,6.89%,167.55,0,-0.18,12656,9110,3546,154.19,0.7,13.67%,15.23%
2024/2/16,171.5,175,164.5,167,165.2,167.25,166.35,92.22,86.67,176.09,166.35,156.61,531,674,789,0,770,0,0,1.50%,3,22302,108,105,45.02%,-1,265,23,24,0.52%,902,20,72,52,0,7.04%,167.55,0,-0.52,12500,8510,3990,154.19,0.95,11.71%,13.47%
2024/2/19,170,170,163,163,164.7,166.7,165.9,92.73,87.12,175.38,165.9,156.42,343,539,787,0,770,0,0,1.50%,-37,22265,47,84,44.94%,0,265,61,61,0.52%,896,-6,18,24,0,7.00%,167.55,0,-0.21,12652,8510,4142,154.19,1.19,11.43%,12.45%
