時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超(張),投信持股(張),買進(張),賣出(張),投信持股比例,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,累計買賣超,比例%,近 5 期，投信買超佔成交量比重,BBand width,Band%EMA3
2021/9/29,117.5,118.5,116,117,121.6,123.5,128.98,118.68,113.35,142.34,128.98,115.61,1876,1808,2270,276,15311,276,0,8.28%,-73,60417,342,415,32.67%,-76,4010,44,120,2.17%,9984,33,326,293,0,21.60%,128.29,126,0.44,11987,17513,-5526,127.09,168,1.86,1.86,20.72%,19.64%
2021/9/30,118,120.5,118,118,120.9,122.35,128.53,118.78,113.49,142.7,128.53,114.35,1424,1612,2166,4,16423,4,0,8.88%,-285,60131,586,871,32.52%,31,4041,57,26,2.19%,9963,-21,69,89,1,21.55%,128.36,126,0.42,12194,17186,-4992,127.09,196,2.43,2.43,22.06%,20.85%
2021/10/1,118,119,113,115,119.1,121.45,127.3,118.87,113.62,141.71,127.3,112.89,2400,1789,1995,15,16438,15,0,8.89%,-579,59567,782,1361,32.21%,-87,3953,34,121,2.14%,10347,384,533,144,5,22.38%,126.23,125.93,0.41,12100,18183,-6083,127.08,327,3.66,3.66,22.63%,21.74%
2021/10/4,116.5,119.5,114,115,117.2,120.6,126.08,118.95,113.75,140.29,126.08,111.86,1944,1881,1866,102,16540,102,0,8.95%,66,59651,883,817,32.26%,65,4019,90,25,2.17%,10274,-73,128,196,5,22.23%,125.34,125.87,0.18,12265,18200,-5935,127.01,397,4.22,4.22,22.55%,22.14%
2021/10/5,113,118,110.5,117,116.4,119.75,125.03,119.01,113.89,138.65,125.03,111.4,2827,2094,1917,93,16633,93,0,9.00%,-724,58927,701,1425,31.86%,26,4045,70,44,2.19%,10530,256,500,244,0,22.78%,123.41,125.85,0.8,12618,18127,-5509,126.94,490,4.68,4.68,21.80%,21.97%
2021/10/6,119.5,122.5,114.5,115,116,118.8,123.95,119.02,114.01,137.17,123.95,110.73,6148,2949,2378,402,17035,402,0,9.21%,-1572,57444,982,2554,31.06%,-55,3990,135,191,2.16%,11130,600,798,197,1,24.08%,121.75,125.8,0.71,12642,18125,-5483,126.74,616,4.18,4.18,21.33%,21.65%
2021/10/7,118,126.5,118,126.5,117.7,119.3,123.43,119.07,114.18,135.3,123.43,111.55,5828,3829,2721,490,17525,490,0,9.48%,636,58199,1390,754,31.47%,86,4076,205,119,2.20%,10950,-180,1179,1354,5,23.69%,122.14,125.71,0.54,12949,17293,-4344,126.66,1102,5.76,5.76,19.24%,20.44%
2021/10/8,126,130,123,127.5,120.2,119.65,123.43,119.16,114.37,135.3,123.43,111.55,5936,4537,3163,586,18111,586,0,9.79%,-388,57474,944,1332,31.08%,-71,4005,78,149,2.17%,10908,-42,429,469,2,23.60%,123.1,125.71,0.61,12851,17514,-4663,126.67,1673,7.38,7.38,19.24%,19.84%
2021/10/12,126.5,128,122,122.5,121.7,119.45,122.9,119.23,114.52,133.93,122.9,111.87,3242,4796,3339,4,18115,38,34,9.80%,-1074,56407,464,1538,30.50%,-37,3968,63,100,2.15%,11269,361,520,159,0,24.38%,123.11,125.65,0.18,12734,17965,-5231,126.67,1575,6.57,6.57,17.95%,18.89%
2021/10/13,122.5,125,118,118.5,122,119.2,122.03,119.29,114.66,131.41,122.03,112.64,2521,4735,3415,-206,17909,3,209,9.69%,-140,56287,460,600,30.44%,-22,3946,35,57,2.13%,11450,181,409,228,0,24.77%,123.11,125.23,0.36,12747,18099,-5352,126.67,1276,5.39,5.39,15.39%,17.14%
2021/10/14,120.5,121,116,120,123,119.5,121.5,119.36,114.81,130.07,121.5,112.93,1755,3856,3403,-38,17871,59,97,9.66%,268,56503,629,361,30.55%,20,3966,102,83,2.14%,11480,30,133,102,1,24.83%,123.04,125,0.27,12783,18088,-5305,126.64,836,4.34,4.34,14.11%,15.63%
2021/10/15,122.5,124,120.5,121.5,122,119.85,121.1,119.41,114.97,128.85,121.1,113.35,1445,2980,3405,0,17871,0,0,9.66%,-309,56198,286,595,30.39%,3,3969,46,43,2.15%,11463,-17,158,175,0,24.80%,122.78,123.96,-0.092,13316,17122,-3806,126.64,346,2.32,2.32,12.80%,14.21%
2021/10/18,122.5,123,119.5,121,120.7,120.45,120.95,119.46,115.12,128.58,120.95,113.32,923,1977,3257,-8,17863,0,8,9.66%,20,56235,351,331,30.41%,-39,3930,30,69,2.13%,11375,-88,79,167,0,24.61%,122.07,123.35,-0.14,13423,17088,-3665,126.64,-248,-2.51,-2.51,12.62%,13.42%
2021/10/19,122,126.5,121.5,124.5,121.1,121.4,121,119.54,115.29,128.71,121,113.29,2895,1908,3352,-85,17778,0,85,9.61%,205,56450,888,683,30.52%,42,3972,126,84,2.15%,11255,-120,304,423,1,24.35%,122.07,122.69,0.82,13824,16754,-2930,126.64,-337,-3.53,-3.53,12.75%,13.08%
2021/10/20,126,130.5,125,127.5,122.9,122.45,121.1,119.65,115.47,129.09,121.1,113.11,3770,2158,3446,-71,17707,10,81,9.58%,824,57271,1576,752,30.97%,95,4067,201,106,2.20%,11322,67,491,424,0,24.49%,121.91,122.86,0.64,14047,16753,-2706,126.64,-202,-1.87,-1.87,13.20%,13.14%
2021/10/21,128,133.5,128,128.5,124.6,123.8,121.3,119.77,115.66,129.81,121.3,112.79,5510,2909,3383,425,18132,508,83,9.81%,-1149,56249,817,1966,30.42%,-63,4003,161,224,2.16%,11249,-73,567,639,1,24.33%,123.61,123.74,0.076,12801,16738,-3937,126.75,261,1.79,1.79,14.02%,13.58%
2021/10/22,132,133,129,133,126.9,124.45,121.88,119.89,115.88,131.79,121.88,111.96,3451,3310,3145,166,18298,218,52,9.90%,589,56887,1028,439,30.76%,106,4109,186,80,2.22%,10989,-260,299,558,1,23.77%,124.22,124.3,0.13,12719,16736,-4017,126.81,427,2.58,2.58,16.28%,14.93%
2021/10/25,132.5,134.5,129.5,133,129.3,125,122.33,120.02,116.1,133.34,122.33,111.31,2968,3719,2848,72,18370,80,8,9.93%,-270,56664,571,841,30.64%,-2,4107,132,134,2.22%,10871,-118,328,446,0,23.52%,124.45,124.37,-0.03,12703,16738,-4035,126.83,507,2.73,2.73,18.02%,16.47%
2021/10/26,135,135,131,132,130.8,125.95,122.7,120.11,116.31,134.47,122.7,110.93,3583,3856,2882,-45,18325,0,45,9.91%,-432,56180,737,1169,30.38%,-104,4004,50,154,2.17%,11129,258,528,270,0,24.08%,124.43,124.92,0.086,12776,16455,-3679,126.83,547,2.84,2.84,19.19%,17.83%
2021/10/27,133,141.5,132.5,139.5,133.2,128.05,123.63,120.26,116.55,137.45,123.63,109.8,15615,6225,4192,1200,19525,1207,7,10.56%,150,56750,3171,3021,30.69%,612,4616,773,161,2.50%,10788,-341,1156,1497,0,23.34%,128.46,125.05,0.026,12699,16452,-3753,127.53,1818,5.84,5.84,22.36%,20.10%
2021/10/28,142,149,140.5,144,136.3,130.45,124.98,120.42,116.8,141.04,124.98,108.91,18410,8805,5857,538,20063,538,0,10.85%,-206,56533,3341,3547,30.57%,-46,4570,512,558,2.47%,11590,802,1932,1130,0,25.07%,131.13,125.05,0.17,12583,16455,-3872,127.98,1931,4.39,4.39,25.71%,22.90%
2021/10/29,143.5,146,140.5,140.5,137.8,132.35,126.1,120.56,117.03,143.17,126.1,109.03,14579,11031,7170,198,20261,200,2,10.96%,-401,56389,2660,3061,30.49%,-163,4408,306,469,2.38%,11550,-40,1223,1263,0,24.99%,131.69,125.1,0.14,12485,16619,-4134,128.14,1963,3.56,3.56,27.08%,24.99%
2021/11/1,143,146.5,142,144.5,140.1,134.7,127.58,120.69,117.27,145.63,127.58,109.52,6597,11757,7738,157,20418,160,3,11.04%,-679,55781,812,1491,30.16%,21,4428,129,108,2.39%,11395,-155,860,1015,0,24.65%,132.17,125.18,0.1,12580,16396,-3816,128.26,2048,3.48,3.48,28.30%,26.64%
2021/11/2,146.5,147.5,135.5,137.5,141.2,136,128.7,120.78,117.48,146.27,128.7,111.13,8479,12736,8296,462,20880,466,4,11.29%,-996,54743,1727,2723,29.60%,-44,4385,184,228,2.37%,11299,-96,814,909,1,24.44%,133.26,125.26,-0.011,12535,16507,-3972,128.54,2555,4.01,4.01,27.31%,26.98%
2021/11/3,140,143,137,140,141.3,137.25,129.85,120.89,117.71,147.22,129.85,112.48,6750,10963,8594,442,21322,844,402,11.53%,-500,54220,1520,2020,29.32%,13,4398,140,127,2.38%,11117,-182,366,548,0,24.05%,134.6,130.7,-0.57,12592,16497,-3905,129.01,1797,3.28,3.28,26.75%,26.86%
2021/11/4,141.5,142.5,132,132.5,139,137.65,130.73,120.97,117.91,146.72,130.73,114.73,9739,9229,9017,241,21563,441,200,11.66%,-3332,51526,963,4295,27.86%,-16,4382,192,208,2.37%,11868,751,1255,502,2,25.67%,135.76,131.38,-0.2,12612,16176,-3564,129.13,1500,3.25,3.25,24.48%,25.67%
2021/11/5,133.5,135,131.5,134,137.7,137.75,131.1,121.07,118.1,147.04,131.1,115.16,3011,6915,8973,-4,21559,0,4,11.66%,-363,50918,499,862,27.53%,188,4570,216,29,2.47%,11858,-10,352,321,41,25.65%,136.86,131.39,-0.088,12650,15701,-3051,129.13,1298,3.75,3.75,24.31%,24.99%
2021/11/8,133,134,130.5,133,135.4,137.75,131.38,121.15,118.29,147.24,131.38,115.51,2689,6134,8945,-301,21258,0,301,11.50%,1257,52273,1458,201,28.27%,-29,4540,63,92,2.46%,11651,-207,125,330,2,25.20%,138.05,131.54,0.0082,12763,15481,-2718,129.13,840,2.74,2.74,24.16%,24.57%
2021/11/9,133,134,131.5,132,134.3,137.75,131.85,121.25,118.46,147.19,131.85,116.51,2041,4846,8791,-6,21252,0,6,11.49%,-489,51639,247,736,27.92%,37,4578,73,36,2.48%,11711,60,213,153,0,25.33%,138.16,131.7,0.073,12714,15162,-2448,129.13,372,1.54,1.54,23.26%,23.92%
2021/11/10,131.5,136,130,136,133.5,137.4,132.73,121.34,118.65,146.87,132.73,118.58,4075,4311,7637,-2,21250,0,2,11.49%,557,52070,1854,1297,28.16%,163,4741,212,48,2.56%,11689,-22,733,755,0,25.29%,138.18,133.35,0.25,12634,14882,-2248,129.13,-72,-0.33,-0.33,21.31%,22.61%
2021/11/11,133,133.5,131,132.5,133.5,136.25,133.35,121.41,118.82,146.23,133.35,120.47,3398,3043,6136,0,21250,0,0,11.49%,-1070,50980,522,1592,27.57%,-152,4589,44,196,2.48%,11941,252,437,175,10,25.83%,138.42,134.42,0.051,12592,14595,-2003,129.13,-313,-2.06,-2.06,19.32%,20.97%
2021/11/12,132.5,134.5,132,134,133.5,135.6,133.98,121.51,119,145.66,133.98,122.29,2434,2927,4921,-2,21248,0,2,11.49%,730,51709,1066,336,27.96%,93,4682,121,28,2.53%,11803,-138,203,340,1,25.53%,138.42,134.42,0.34,12638,14588,-1950,129.13,-311,-2.12,-2.12,17.44%,19.20%
2021/11/15,134.5,138,134,135,133.9,134.65,134.68,121.63,119.18,144.73,134.68,124.62,3042,2998,4566,-246,21002,0,246,11.36%,312,51833,776,464,28.03%,20,4701,109,89,2.54%,11520,-283,250,533,0,24.92%,138.42,134.72,0.0041,12616,14269,-1653,129.13,-256,-1.71,-1.71,14.93%,17.06%
2021/11/16,136,138.5,133,134,134.3,134.3,135.15,121.73,119.36,144.07,135.15,126.23,4270,3444,4145,-665,20337,0,665,11.00%,-340,51635,1126,1466,27.92%,34,4736,129,95,2.56%,11907,387,566,179,0,25.76%,138.42,135.48,0.52,12678,14267,-1589,129.13,-915,-5.31,-5.31,13.20%,15.13%
