時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超(張),投信持股(張),買進(張),賣出(張),投信持股比例,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,累計買賣超,比例%,近 5 期，投信買超佔成交量比重,BBand width,Band%EMA3
2021/9/29,51.8,52.1,51.6,51.7,52.4,52.65,52.84,51.85,50.32,53.83,52.84,51.85,3511,1867,2496,165,26123,165,0,1.57%,-652,589592,1280,1932,35.34%,-218,52148,21,239,3.13%,2195,-63,68,131,0,0.53%,52.28,53.34,0.44,11987,17513,-5526,40.72,165,1.77,1.77,3.75%,3.56%
2021/9/30,51.7,52.2,51.4,52.2,52.38,52.56,52.76,51.88,50.37,53.68,52.76,51.84,2459,2069,2435,20,26395,20,0,1.58%,-785,588807,962,1747,35.30%,5,52153,21,16,3.13%,2193,-2,8,10,0,0.53%,52.27,53.2,0.42,12194,17186,-4992,40.73,185,1.79,1.79,3.50%,3.53%
2021/10/1,51.8,51.8,51.1,51.1,52.04,52.39,52.64,51.92,50.42,53.73,52.64,51.54,3279,2482,2575,299,26694,299,0,1.60%,-1833,586974,497,2330,35.19%,-46,52107,32,78,3.12%,2230,37,63,26,0,0.53%,52.02,53.16,0.41,12100,18183,-6083,40.85,484,3.9,3.9,4.16%,3.85%
2021/10/4,51.2,51.8,51,51.1,51.7,52.2,52.53,51.95,50.46,53.78,52.53,51.28,2223,2607,2657,282,26976,282,0,1.62%,-948,586026,448,1396,35.13%,21,52128,27,6,3.13%,2194,-36,19,46,9,0.53%,51.87,53.16,0.18,12265,18200,-5935,40.95,766,5.88,5.88,4.76%,4.30%
2021/10/5,51.1,51.2,50.5,50.8,51.38,51.93,52.42,51.98,50.5,53.85,52.42,50.99,2763,2847,2449,0,26976,0,0,1.62%,-1494,584537,524,2018,35.04%,407,52535,420,13,3.15%,2199,5,10,5,0,0.53%,51.87,53.17,0.8,12618,18127,-5509,40.95,766,5.38,5.38,5.46%,4.88%
2021/10/6,50.9,51.6,50.7,51,51.24,51.82,52.32,52,50.53,53.84,52.32,50.79,3075,2760,2313,352,27328,352,0,1.64%,-795,583740,1454,2249,34.99%,-66,52469,22,88,3.15%,2196,-3,9,12,0,0.53%,51.7,53.06,0.71,12642,18125,-5483,41.09,953,6.91,6.91,5.84%,5.36%
2021/10/7,51.5,52.1,51.2,51.8,51.16,51.77,52.27,52.04,50.58,53.79,52.27,50.74,2186,2705,2387,0,27328,0,0,1.64%,-79,583661,1233,1312,34.99%,52,52522,63,11,3.15%,2179,-17,17,34,0,0.52%,51.7,53.37,0.54,12949,17293,-4344,41.09,933,6.9,6.9,5.85%,5.60%
2021/10/8,52.1,52.4,52,52.2,51.38,51.71,52.23,52.07,50.62,53.73,52.23,50.73,1380,2325,2404,4,27332,4,0,1.64%,195,583881,663,468,35.00%,-2,52520,0,2,3.15%,2122,-57,22,49,30,0.51%,51.6,53.37,0.61,12851,17514,-4663,41.09,638,5.49,5.49,5.74%,5.67%
2021/10/12,51.6,52.1,50.8,51.2,51.4,51.55,52.18,52.1,50.66,53.74,52.18,50.61,3907,2662,2635,0,27332,0,0,1.64%,-852,583572,1759,2611,34.98%,17,52536,32,15,3.15%,2092,-30,121,122,29,0.50%,51.6,53.37,0.18,12734,17965,-5231,41.09,356,2.67,2.67,6.00%,5.83%
2021/10/13,51.7,51.9,51.4,51.4,51.52,51.45,52.1,52.14,50.7,53.66,52.1,50.54,2027,2515,2681,-14,27318,0,14,1.64%,-274,583342,748,1022,34.97%,42,52578,42,0,3.15%,2088,-4,81,85,0,0.50%,51.6,51.79,0.36,12747,18099,-5352,41.09,342,2.72,2.72,6.00%,5.92%
