時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超(張),投信持股(張),買進(張),賣出(張),投信持股比例,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,累計買賣超,比例%,近 5 期，投信買超佔成交量比重,BBand width,Band%EMA3
2021/9/29,69,74.4,69,70.8,72.76,70.32,68.74,60.75,57.87,74.59,68.74,62.88,1076,771,492,0,25,0,0,0.03%,95,1000,257,162,1.24%,-12,404,1,13,0.50%,2220,25,205,180,0,11.08%,65.98,66.11,0.44,11987,17513,-5526,66.12,0,0,0,17.05%,16.57%
2021/9/30,71.5,71.9,70.3,71.9,72.66,70.8,69.04,60.89,57.99,74.9,69.04,63.17,237,676,498,0,32,0,0,0.04%,-34,966,22,56,1.20%,-1,403,6,7,0.50%,2230,10,58,48,0,11.13%,65.98,66.11,0.42,12194,17186,-4992,66.13,0,0,0,16.99%,16.78%
2021/10/1,71.9,72.4,70.2,70.5,71.76,71.21,69.18,61.01,58.1,75.04,69.18,63.32,484,569,536,0,32,0,0,0.04%,4,1010,134,130,1.26%,-1,402,1,2,0.50%,2274,44,121,77,0,11.35%,65.98,66.11,0.41,12100,18183,-6083,66.13,0,0,0,16.93%,16.86%
2021/10/4,71.6,71.9,68.8,68.8,70.72,71.41,69.07,61.14,58.21,74.87,69.07,63.27,257,471,554,0,32,0,0,0.04%,-76,934,16,92,1.16%,-5,397,0,5,0.50%,2307,33,57,24,0,11.52%,65.98,66.11,0.18,12265,18200,-5935,66.13,0,0,0,16.79%,16.82%
2021/10/5,68.5,72.4,67.5,71.6,70.72,71.48,69.12,61.27,58.32,74.99,69.12,63.25,457,502,547,1,33,1,0,0.04%,199,1131,269,70,1.41%,0,397,0,0,0.50%,2251,-56,29,85,0,11.24%,70.51,66.11,0.8,12618,18127,-5509,66.27,1,0.04,0.04,16.98%,16.90%
2021/10/6,72.7,72.7,70.4,70.6,70.68,71.72,69.31,61.39,58.43,75.11,69.31,63.51,196,326,549,0,33,0,0,0.04%,-47,1088,25,72,1.35%,-4,393,0,4,0.49%,2266,15,29,14,0,11.31%,70.51,66.11,0.71,12642,18125,-5483,66.27,1,0.061,0.061,16.74%,16.82%
2021/10/7,72.5,72.5,70.5,71.1,70.52,71.59,69.57,61.52,58.55,75.21,69.57,63.92,263,331,504,0,33,0,0,0.04%,43,1134,78,35,1.41%,3,396,3,0,0.49%,2240,-26,26,52,0,11.18%,70.51,66.11,0.54,12949,17293,-4344,66.27,1,0.06,0.06,16.22%,16.52%
2021/10/8,71.9,72.7,70.8,71.1,70.64,71.2,69.83,61.65,58.66,75.23,69.83,64.43,182,271,420,0,33,0,0,0.04%,37,1171,57,20,1.46%,0,396,0,0,0.49%,2223,-17,10,27,0,11.10%,70.51,66.11,0.61,12851,17514,-4663,66.27,1,0.074,0.074,15.47%,16.00%
2021/10/12,71,71,69.1,69.3,70.74,70.73,70.03,61.77,58.76,75.03,70.03,65.03,269,273,372,0,33,0,0,0.04%,-73,1098,55,128,1.37%,-1,395,0,1,0.49%,2201,-22,34,54,2,10.99%,70.51,66.11,0.18,12734,17965,-5231,66.27,1,0.073,0.073,14.27%,15.13%
2021/10/13,70,70,68.2,68.5,70.12,70.42,70.14,61.88,58.87,74.91,70.14,65.36,157,213,358,0,33,0,0,0.04%,-74,988,17,91,1.23%,1,396,1,0,0.49%,2217,16,44,28,0,11.07%,70.51,66.11,0.36,12747,18099,-5352,66.27,0,0,0,13.61%,14.37%
2021/10/14,69.4,70.1,68.7,69.1,69.82,70.25,70.29,61.99,58.97,74.72,70.29,65.85,144,203,265,0,33,0,0,0.04%,-13,989,25,38,1.23%,1,397,1,0,0.50%,2201,-16,15,25,6,10.99%,70.51,66.11,0.27,12783,18088,-5305,66.27,0,0,0,12.61%,13.49%
2021/10/15,70.1,73.7,69.6,72.6,70.12,70.32,70.56,62.11,59.09,74.85,70.56,66.27,575,265,298,0,33,0,0,0.04%,288,1279,309,21,1.59%,1,398,1,0,0.50%,2168,-33,42,75,0,10.82%,70.51,66.11,-0.092,13316,17122,-3806,66.27,0,0,0,12.15%,12.82%
2021/10/18,73.4,73.4,71,71.6,70.22,70.43,70.82,62.24,59.21,74.68,70.82,66.96,174,264,267,0,33,0,0,0.04%,-35,1244,23,58,1.55%,2,400,2,0,0.50%,2157,-11,14,25,0,10.77%,70.51,66.11,-0.14,13423,17088,-3665,66.27,0,0,0,10.89%,11.85%
2021/10/19,73,73.1,71.1,73,70.96,70.85,71.13,62.37,59.33,74.62,71.13,67.64,169,244,259,18,51,18,0,0.06%,64,1308,72,8,1.63%,2,402,3,1,0.50%,2133,-24,9,33,0,10.65%,72.39,66.11,0.82,13824,16754,-2930,68.47,18,1.48,1.48,9.82%,10.84%
2021/10/20,73.1,73.7,72.2,73.5,71.96,71.04,71.26,62.51,59.45,74.9,71.26,67.62,162,245,229,18,69,18,0,0.09%,25,1333,43,18,1.66%,0,402,0,0,0.50%,2126,-7,13,20,0,10.61%,72.59,66.11,0.64,14047,16753,-2706,69.65,36,2.94,2.94,10.21%,10.52%
2021/10/21,73.8,74.5,72.8,72.9,72.72,71.27,71.5,62.64,59.58,74.91,71.5,68.08,318,280,241,17,86,17,0,0.11%,-17,1316,64,81,1.64%,10,412,10,0,0.51%,2113,-13,78,91,0,10.55%,72.84,66.11,0.076,12801,16738,-3937,70.39,53,3.79,3.79,9.56%,10.04%
2021/10/22,73,75,72.5,74.5,73.1,71.61,71.6,62.78,59.71,75.24,71.6,67.96,407,246,256,0,86,0,0,0.11%,178,1486,203,25,1.85%,0,412,0,0,0.51%,2086,-27,53,80,0,10.41%,72.84,66.11,0.13,12719,16736,-4017,70.39,53,4.31,4.31,10.18%,10.11%
2021/10/25,74.3,75,73.6,74.7,73.72,71.97,71.59,62.93,59.84,75.18,71.59,67.99,126,236,250,0,86,0,0,0.11%,-5,1481,19,24,1.84%,0,412,0,0,0.51%,2102,16,21,5,0,10.49%,72.84,66.11,-0.03,12703,16738,-4035,70.39,53,4.48,4.48,10.03%,10.07%
2021/10/26,78,78,75.1,75.5,74.22,72.59,71.66,63.07,59.98,75.5,71.66,67.82,480,299,271,1,87,1,0,0.11%,-61,1420,46,107,1.77%,0,412,0,0,0.51%,2189,87,155,68,0,10.93%,72.89,66.11,0.086,12776,16455,-3679,70.46,36,2.41,2.41,10.73%,10.40%
2021/10/27,75.5,81,75.5,81,75.72,73.84,72.13,63.24,60.14,77.73,72.13,66.53,1617,590,417,0,87,0,0,0.11%,373,1793,469,96,2.23%,0,412,0,0,0.51%,2287,98,304,206,0,11.42%,72.89,66.11,0.026,12699,16452,-3753,70.46,18,0.61,0.61,15.52%,12.96%
