時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超,投信持股,買進,賣出,投信持股比例,買賣超,外資持股,買進,賣出,外資持股比例,買賣超,自營商持股,買進,賣出,自營商持股比例,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,累計買賣超,比例%,投信買超佔成交量比重,BBand width,Band%EMA3
2024/2/16,202.5,218,202,218,192.2,183.1,175,161.58,158.12,201.54,175,148.46,11011,9616,8451,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.34%,24.11%
2024/2/19,222,228,216.5,222,201.4,188.45,177.7,161.79,158.46,210.98,177.7,144.42,15879,11655,9900,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.45%,30.78%
2024/2/20,222,223,213.5,222,208.2,193.05,180.58,162.06,158.79,218.42,180.58,142.73,7767,10662,9801,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.91%,36.35%
2024/2/21,223,233,220.5,230,218.1,198.5,183.63,162.37,159.19,226.71,183.63,140.54,11510,11498,9675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.93%,41.64%
2024/2/22,232.5,237.5,225,226,223.6,204,186.6,162.71,159.54,232.66,186.6,140.54,8391,10912,9930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49.37%,45.50%
2024/2/23,228,232,220,223.5,224.7,208.45,189.6,162.98,159.92,237.05,189.6,142.15,6242,9958,9787,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50.05%,47.78%
2024/2/26,223.5,223.5,217,222,224.7,213.05,192.7,163.15,160.3,240.11,192.7,145.29,3041,7390,9523,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49.20%,48.49%
2024/2/27,223.5,226,213.5,221,224.5,216.35,195.7,163.37,160.67,242.29,195.7,149.11,4070,6651,8657,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.61%,48.05%
2024/2/29,220,230,218.5,225.5,223.6,220.85,198.38,163.65,161.07,245.36,198.38,151.39,6025,5554,8526,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.37%,47.71%
2024/3/1,227.5,248,226.5,248,228,225.8,202.13,164.04,161.55,252.27,202.13,151.98,13046,6485,8698,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49.62%,48.67%
2024/3/4,246,246,223.5,223.5,228,226.35,204.73,164.29,161.92,253.63,204.73,155.82,22713,9779,9868,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.78%,48.22%
2024/3/5,221,227,218,227,229,226.85,207.65,164.55,162.3,254.49,207.65,160.81,7492,10669,9030,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.12%,46.67%
2024/3/6,228,242.5,223.5,234,231.6,228.05,210.55,164.84,162.72,256.37,210.55,164.73,10842,12024,9337,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.52%,45.09%
2024/3/7,238.5,242.5,231.5,235,233.5,228.55,213.53,165.18,163.16,257.54,213.53,169.51,7204,12259,8907,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.23%,43.16%
2024/3/8,240.5,245,221,224.5,228.8,228.4,216.2,165.44,163.56,255.84,216.2,176.56,13616,12373,9429,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.67%,39.92%
2024/3/11,225.5,229.5,221,223,228.7,228.35,218.4,165.74,163.96,254.24,218.4,182.56,4052,8641,9210,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.82%,36.37%
2024/3/12,224,237.5,224,235.5,230.4,229.7,221.38,166.11,164.42,252.16,221.38,190.59,6925,8528,9599,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.82%,32.09%
2024/3/13,239.5,241.5,226,229,229.4,230.5,223.43,166.43,164.85,250.26,223.43,196.59,4735,7306,9665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.02%,28.06%
2024/3/14,229,231,219.5,222.5,226.9,230.2,225.53,166.68,165.24,243.8,225.53,207.25,3880,6642,9451,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.21%,22.13%
2024/3/15,224,229.5,221.5,223,226.6,227.7,226.75,166.95,165.63,240.29,226.75,213.21,2436,4406,8390,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.94%,17.04%
2024/3/18,223,230,221,230,228,228.35,227.35,167.24,166.05,240.34,227.35,214.37,2292,4054,6347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.42%,14.23%
2024/3/19,227.5,228.5,222.5,223,225.5,227.95,227.4,167.51,166.44,240.31,227.4,214.49,2529,3174,5851,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.35%,12.79%
2024/3/20,223.5,226,213,215.5,222.8,226.1,227.08,167.75,166.81,240.81,227.08,213.34,4218,3071,5189,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.10%,12.45%
2024/3/21,221.5,222,212.5,219,222.1,224.5,226.53,168.01,167.18,240.63,226.53,212.42,3080,2911,4776,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.45%,12.45%
2024/3/22,219,226,217.5,225,222.5,224.55,226.48,168.33,167.59,240.59,226.48,212.36,2923,3008,3707,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.47%,12.46%
2024/3/25,228,230,222,222,220.9,224.45,226.4,168.59,168.01,240.59,226.4,212.21,2007,2951,3503,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.54%,12.50%
2024/3/26,224,226,215,216,219.5,222.5,226.1,168.8,168.4,240.89,226.1,211.31,1708,2787,2981,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.09%,12.79%
2024/3/27,218.5,220.5,213,214,219.2,221,225.75,169,168.79,241.32,225.75,210.18,1351,2214,2642,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.79%,13.29%
2024/3/28,211.5,214,203.5,204.5,216.3,219.2,224.7,169.13,169.12,242.82,224.7,206.58,2952,2188,2550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.13%,14.71%
2024/3/29,204,208,203.5,205.5,212.4,217.45,222.58,169.29,169.41,239.17,222.58,205.98,1688,1941,2475,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.91%,14.81%
2024/4/1,207,215.5,207,211,210.2,215.55,221.95,169.49,169.68,239.28,221.95,204.62,2412,2022,2487,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.62%,15.22%
2024/4/2,211.5,213.5,206.5,206.5,208.3,213.9,220.93,169.7,169.91,239.34,220.93,202.52,1374,1955,2371,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.67%,15.94%
2024/4/3,205.5,207,202.5,205,206.5,212.85,219.48,169.87,170.08,238.1,219.48,200.85,1420,1969,2092,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.98%,16.46%
2024/4/8,202.5,204,185.5,186.5,202.9,209.6,217.05,169.92,170.17,239.25,217.05,194.85,7420,2863,2526,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.46%,18.46%
2024/4/9,182.5,187,182,185,198.8,205.6,215.08,169.95,170.26,240.99,215.08,189.16,3071,3139,2540,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.10%,21.28%
2024/4/10,184,195.5,184,192,195,202.6,213.53,169.95,170.35,241.02,213.53,186.03,4350,3527,2775,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.75%,23.51%
2024/4/11,194,194.5,188,190.5,191.8,200.05,211.28,169.99,170.39,238.57,211.28,183.98,2268,3706,2831,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.84%,24.68%
2024/4/12,191.5,192.5,187,187,188.2,197.35,209.18,169.99,170.43,237.15,209.18,181.2,1186,3659,2814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.74%,25.71%
2024/4/15,183,185.5,182,182,187.3,195.1,207.15,169.98,170.43,236.78,207.15,177.52,958,2367,2615,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.61%,27.16%
2024/4/16,177,179,173,173.5,185,191.9,204.68,169.93,170.43,236.77,204.68,172.58,2173,2187,2663,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.36%,29.26%
2024/4/17,174,176.5,173,173,181.2,188.1,201.83,169.89,170.41,234.53,201.83,169.12,1619,1641,2584,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.41%,30.84%
2024/4/18,171,180.5,170.5,175.5,178.2,185,199.45,169.88,170.4,232.56,199.45,166.34,2391,1665,2686,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.20%,32.02%
2024/4/19,173.5,177,165,169,174.6,181.4,197.13,169.85,170.4,231.89,197.13,162.36,2019,1832,2746,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.27%,33.64%
2024/4/22,168,169.5,162.5,162.5,170.7,179,194.3,169.79,170.38,230.64,194.3,157.96,1398,1920,2143,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.41%,35.52%
2024/4/23,164.5,166,162,163.5,168.7,176.85,191.23,169.75,170.4,227.06,191.23,155.39,935,1672,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.48%,36.50%
2024/4/24,166,170,166,168.5,167.8,174.5,188.55,169.74,170.39,222.74,188.55,154.36,1145,1578,1609,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.27%,36.39%
2024/4/25,168,168,165,165,165.7,171.95,186,169.71,170.3,219.22,186,152.78,653,1230,1448,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.72%,36.05%
2024/4/26,170,177.5,169,172.5,166.4,170.5,183.93,169.69,170.28,215,183.93,152.85,2884,1403,1618,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.80%,34.92%
2024/4/29,173.5,184,172.5,180,169.9,170.3,182.7,169.71,170.33,212.34,182.7,153.06,4401,2004,1962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.44%,33.68%
2024/4/30,180,187,177.5,183.5,173.9,171.3,181.6,169.74,170.38,209.34,181.6,153.86,3736,2564,2118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.55%,32.12%
2024/5/2,181.5,185,178.5,183.5,176.9,172.35,180.23,169.75,170.42,204.51,180.23,155.94,2651,2865,2221,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.95%,29.54%
2024/5/3,186,188.5,182.5,183,180.5,173.1,179.05,169.73,170.45,200.21,179.05,157.89,2418,3218,2224,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.64%,26.59%
2024/5/6,186.5,187,178.5,183,182.6,174.5,177.95,169.74,170.49,195.6,177.95,160.3,1521,2945,2174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.84%,23.21%
2024/5/7,185.5,192.5,185,190.5,184.7,177.3,178.15,169.76,170.58,196.27,178.15,160.03,5230,3111,2557,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.34%,21.77%
2024/5/8,188,202,186,195,187,180.45,178.65,169.78,170.68,198,178.65,159.3,6342,3632,3098,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.67%,21.72%
2024/5/9,195,196,185,185.5,187.4,182.15,178.33,169.79,170.77,196.98,178.33,159.67,3938,3890,3377,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.92%,21.32%
2024/5/10,187.5,188,179,182,187.2,183.85,177.9,169.81,170.86,195.8,177.9,160,1958,3798,3508,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.12%,20.72%
2024/5/13,185,185.5,176.5,177,186,184.3,177.4,169.81,170.9,194.8,177.4,160,1660,3826,3386,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.62%,20.17%
2024/5/14,176,182,176,182,184.3,184.5,177.4,169.84,170.94,194.8,177.4,160,974,2974,3043,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.62%,19.89%
2024/5/15,182,183,179,180.5,181.4,184.2,177.75,169.88,170.99,195.11,177.75,160.39,820,1870,2751,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.53%,19.71%
2024/5/16,181,197,181,197,183.7,185.55,178.95,170.01,171.1,198.06,178.95,159.84,4594,2001,2946,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.35%,20.53%
2024/5/17,195,197.5,188.5,190.5,185.4,186.3,179.7,170.11,171.19,199.38,179.7,160.02,3544,2318,3058,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.90%,21.22%
2024/5/20,190.5,192.5,185.5,189,187.8,186.9,180.7,170.22,171.28,200.13,180.7,161.27,1576,2302,3064,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.51%,21.36%
2024/5/21,189.5,191,185,186,188.6,186.45,181.88,170.34,171.35,199.52,181.88,164.23,976,2302,2638,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.40%,20.38%
2024/5/22,186,192,186,188.5,190.2,185.8,183.13,170.45,171.47,198.82,183.13,167.43,1358,2410,2140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.14%,18.76%
2024/5/23,188,189.5,183.5,188,188.4,186.05,184.1,170.61,171.54,198.4,184.1,169.8,1264,1744,1872,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.54%,17.15%
2024/5/24,186,194.5,184.5,193.5,189,187.2,185.53,170.76,171.62,197.41,185.53,173.64,2227,1480,1899,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.81%,14.98%
2024/5/27,194,194.5,190,194.5,190.1,188.95,186.63,170.9,171.71,197.51,186.63,175.74,1786,1522,1912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.67%,13.32%
2024/5/28,198,210,197,203,193.5,191.05,187.78,171.11,171.81,200.35,187.78,175.2,6969,2721,2511,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.39%,13.36%
2024/5/29,204,207,198,200.5,195.9,193.05,188.63,171.32,171.92,202.19,188.63,175.06,2916,3032,2721,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.38%,13.87%
2024/5/30,198.5,199.5,190.5,192,196.7,192.55,189.05,171.49,172.01,202.47,189.05,175.63,2283,3236,2490,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.20%,14.03%
