時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超,投信持股,買進,賣出,投信持股比例,買賣超,外資持股,買進,賣出,外資持股比例,買賣超,自營商持股,買進,賣出,自營商持股比例,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,累計買賣超,比例%,投信買超佔成交量比重,BBand width,Band%EMA3
2022/7/13,131,131,123,123,129.2,133.6,157.63,230.61,256.89,208.87,157.63,106.38,3576,3151,3096,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.02%,64.22%
2022/7/14,121.5,134,121.5,132,129.6,131,154.3,229.3,255.69,203.07,154.3,105.53,4340,3261,3305,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.22%,63.72%
2022/7/15,131,139,131,136,129.9,130.35,151.55,228,254.49,197.87,151.55,105.23,3360,3352,3301,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.13%,62.43%
2022/7/18,137.5,139.5,134.5,138,130.9,131.1,149.5,226.73,253.3,194.39,149.5,104.61,2091,3447,3211,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.05%,61.24%
2022/7/19,137.5,139.5,135.5,136.5,133.1,131.35,146.95,225.45,252,188.59,146.95,105.31,1399,2953,3088,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.68%,58.96%
2022/7/20,140.5,143,137.5,139,136.3,132.75,145.03,224.86,250.81,184.34,145.03,105.71,2213,2681,2916,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54.21%,56.59%
2022/7/21,142.5,145.5,141,145,138.9,134.25,143.63,224.34,249.68,180.79,143.63,106.46,1437,2100,2680,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51.75%,54.17%
2022/7/22,145.5,158.5,145,153,142.3,136.1,142.65,223.86,248.61,177.69,142.65,107.61,3324,2093,2723,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49.13%,51.65%
2022/7/25,154,154,141,141,142.9,136.9,140.6,223.31,247.53,170.63,140.6,110.57,2623,2199,2823,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.72%,47.19%
2022/7/26,137,143,134,135.5,142.7,137.9,138.35,222.76,246.4,162.2,138.35,114.5,2667,2453,2703,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.47%,40.83%
2022/7/27,135.5,140.5,135.5,139,142.7,139.5,136.55,222.27,245.31,153.49,136.55,119.61,1915,2393,2537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.82%,32.82%
2022/7/28,139,141.5,133,138,141.3,140.1,135.55,221.86,244.17,149.39,135.55,121.71,2303,2566,2333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.42%,26.62%
2022/7/29,139.5,146,139,141.5,139,140.65,135.5,221.52,243.12,149.24,135.5,121.76,2597,2421,2257,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.29%,23.45%
2022/8/1,141.5,141.5,136.5,137.5,138.3,140.6,135.85,221.11,242.05,149.42,135.85,122.28,1144,2125,2162,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.98%,21.72%
2022/8/2,136,136.5,132.5,134.5,138.1,140.4,135.88,220.73,241,149.44,135.88,122.31,1419,1876,2164,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.96%,20.84%
2022/8/3,134,137.5,132,134.5,137.2,139.95,136.35,220.31,240.06,148.99,136.35,123.71,1202,1733,2063,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.54%,19.69%
2022/8/4,133.5,136.5,131,133.5,136.3,138.8,136.53,219.87,239.08,148.9,136.53,124.15,1315,1535,2051,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.13%,18.91%
2022/8/5,135,140,134.5,138,135.6,137.3,136.7,219.44,238.07,149.05,136.7,124.35,1604,1337,1879,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.08%,18.49%
2022/8/8,136.5,142.5,136.5,142,136.5,137.4,137.15,219.07,237.06,149.59,137.15,124.71,1458,1400,1762,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.14%,18.31%
2022/8/9,141,141,137,138.5,137.3,137.7,137.8,218.61,236.09,149.04,137.8,126.56,1136,1343,1609,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.31%,17.31%
2022/8/10,136,136,131.5,132.5,136.9,137.05,138.28,218.14,235.16,147.61,138.28,128.94,2039,1510,1622,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.50%,15.41%
2022/8/11,135.5,137.5,134,135.5,137.3,136.8,138.45,217.65,234.18,147.43,138.45,129.47,1160,1479,1507,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.98%,14.19%
2022/8/12,136,143,134.5,141.5,138,136.8,138.73,217.19,233.31,147.73,138.73,129.72,2022,1563,1450,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.98%,13.59%
2022/8/15,142,151,142,149.5,139.5,138,139.3,216.82,232.43,149.44,139.3,129.16,3409,1953,1676,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.56%,14.07%
2022/8/16,149.5,153,145.5,146,141,139.15,139.78,216.39,231.47,150.23,139.78,129.32,2653,2257,1800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.96%,14.52%
2022/8/17,147,147.5,144,145,143.5,140.2,140.08,215.85,230.51,150.77,140.08,129.38,1230,2095,1803,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.27%,14.89%
2022/8/18,143.5,147.5,140.5,146.5,145.7,141.5,140.15,215.19,229.54,151,140.15,129.3,1752,2213,1846,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.48%,15.19%
2022/8/19,145.5,151,145,146,146.6,142.3,139.8,214.38,228.58,149.34,139.8,130.26,1485,2106,1834,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.65%,14.42%
2022/8/22,146.5,148.5,142.5,142.5,145.2,142.35,139.88,213.46,227.63,149.48,139.88,130.27,1275,1679,1816,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.73%,14.07%
2022/8/23,141.5,144,139.5,143,144.6,142.8,140.25,212.57,226.65,149.72,140.25,130.78,701,1289,1773,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.51%,13.79%
2022/8/24,145.5,148,143.5,144,144.4,143.95,140.5,211.85,225.66,150.09,140.5,130.91,992,1241,1668,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.65%,13.72%
2022/8/25,145.5,148,145,146,144.3,145,140.9,211.08,224.66,150.71,140.9,131.09,1007,1092,1653,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.92%,13.82%
2022/8/26,147.5,148.5,142.5,142.5,143.6,145.1,140.95,210.34,223.73,150.78,140.95,131.12,948,985,1545,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.95%,13.88%
2022/8/29,136,138.5,135,135,142.1,143.65,140.83,209.53,222.73,150.89,140.83,130.76,1180,966,1322,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.29%,14.09%
2022/8/30,136,138,133.5,136.5,140.8,142.7,140.93,208.73,221.75,150.77,140.93,131.08,803,986,1137,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.97%,14.03%
2022/8/31,136,141,135,140.5,140.1,142.25,141.23,207.95,220.72,150.62,141.23,131.83,1002,988,1115,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.31%,13.67%
2022/9/1,139,141.5,136.5,136.5,138.2,141.25,141.38,207.21,219.72,150.36,141.38,132.39,964,979,1036,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.72%,13.19%
2022/9/2,138,139,135,135,136.7,140.15,141.23,206.44,218.67,150.53,141.23,131.92,610,912,948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.17%,13.18%
2022/9/5,136.5,136.5,127,128.5,135.4,138.75,140.55,205.63,217.58,151.37,140.55,129.73,1679,1012,989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.39%,14.29%
2022/9/6,129.5,133,128,129.5,134,137.4,140.1,204.81,216.48,151.92,140.1,128.28,1344,1120,1053,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.88%,15.58%
2022/9/7,127.5,130,124,127,131.3,135.7,139.83,203.94,215.35,152.56,139.83,127.09,1171,1154,1071,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.22%,16.90%
2022/9/8,129.5,130,126,127,129.4,133.8,139.4,203.05,214.24,153.21,139.4,125.59,724,1106,1043,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.81%,18.35%
2022/9/12,129.5,132,127.5,128,128,132.35,138.73,202.01,213.12,153.35,138.73,124.1,1283,1240,1076,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.09%,19.72%
2022/9/13,127.5,130,123,124,127.1,131.25,137.45,200.96,212,152.54,137.45,122.36,1543,1213,1112,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.95%,20.84%
2022/9/14,117,120.5,116.5,119.5,125.1,129.55,136.13,199.92,210.87,152.57,136.13,119.68,1755,1295,1208,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.16%,22.50%
2022/9/15,120,121.5,117.5,118.5,123.4,127.35,134.8,198.88,210.29,152.4,134.8,117.2,1064,1274,1214,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.11%,24.30%
2022/9/16,118.5,118.5,114,115,121,125.2,133.23,197.87,209.73,151.96,133.23,114.49,1516,1432,1269,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.12%,26.21%
2022/9/19,116.5,116.5,111.5,112,117.8,122.9,131.53,196.88,209.16,151.44,131.53,111.61,1395,1455,1347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.29%,28.25%
2022/9/20,114.5,115,112.5,113,115.6,121.35,130.05,195.93,208.59,150.85,130.05,109.25,600,1266,1240,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.99%,30.12%
2022/9/21,113,114,109.5,113,114.3,119.7,128.55,195.03,208.03,149.72,128.55,107.38,1190,1153,1224,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.94%,31.53%
2022/9/22,110.5,113.5,109.5,112.5,113.1,118.25,126.98,194.17,207.52,148,126.98,105.95,708,1082,1178,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.12%,32.32%
2022/9/23,112,113,106.5,108,111.7,116.35,125.08,193.32,207.05,145.74,125.08,104.41,1698,1118,1275,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.05%,32.69%
2022/9/26,106.5,106.5,99.9,100.5,109.4,113.6,122.98,192.45,206.6,144.65,122.98,101.3,1812,1202,1328,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.25%,33.97%
2022/9/27,101,103,99,102.5,107.3,111.45,121.35,191.57,206.11,144.02,121.35,98.68,1515,1385,1325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.37%,35.67%
2022/9/28,102,102.5,96.3,96.8,104.06,109.18,119.37,190.7,205.63,143.3,119.37,95.43,1515,1450,1301,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.10%,37.88%
2022/9/29,98,99.6,93.5,93.9,100.34,106.72,117.04,189.81,205.12,141.36,117.04,92.71,1701,1648,1365,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.56%,39.72%
2022/9/30,90.7,99,89.1,97.5,98.24,104.97,115.09,189,204.6,139.1,115.09,91.07,3088,1926,1522,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.74%,40.73%
2022/10/3,96.2,105,95,100.5,98.24,103.82,113.36,188.22,204.08,136.34,113.36,90.38,2422,2048,1625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.55%,40.64%
2022/10/4,103,104.5,100.5,103,98.34,102.82,112.09,187.45,203.61,134.39,112.09,89.78,2313,2208,1796,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.79%,40.22%
2022/10/5,106.5,112,103,103.5,99.68,101.87,110.79,186.65,203.08,131.87,110.79,89.7,5009,2907,2178,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.07%,39.14%
2022/10/6,106,109,104.5,104.5,101.8,101.07,109.66,185.89,202.57,129.53,109.66,89.79,3300,3226,2437,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.24%,37.69%
2022/10/7,103,105,101,102,102.7,100.47,108.41,185.09,202.03,126.86,108.41,89.96,1146,2838,2382,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.03%,35.86%
2022/10/11,97,99.7,95.1,95.1,101.62,99.93,106.77,184.27,201.45,123.74,106.77,89.79,1162,2586,2317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.79%,33.83%
2022/10/12,95.1,96.6,91.5,94.1,99.84,99.09,105.27,183.39,200.91,121.14,105.27,89.4,2007,2525,2366,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.15%,31.99%
2022/10/13,94.4,95,88.2,88.2,96.78,98.23,103.71,182.43,200.31,119.82,103.71,87.59,1752,1873,2390,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.08%,31.54%
2022/10/14,92,97,92,97,95.28,98.54,102.63,181.52,199.66,117.48,102.63,87.78,1991,1612,2419,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.93%,30.23%
2022/10/17,95,98.2,92.3,98.2,94.52,98.61,101.79,180.55,198.91,115.61,101.79,87.97,1890,1760,2299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.15%,28.69%
2022/10/18,101,101,94.8,96.5,94.8,98.21,101.02,179.59,198.03,114.18,101.02,87.85,2194,1967,2276,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.06%,27.37%
2022/10/19,97,99.7,97,97.7,95.52,97.68,100.25,178.67,197.07,112.27,100.25,88.24,1221,1810,2167,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.97%,25.67%
2022/10/20,96.5,99.2,95.1,95.7,97.02,96.9,99.39,177.77,196.14,110.01,99.39,88.76,1617,1783,1828,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.39%,23.53%
