時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超(張),投信持股(張),買進(張),賣出(張),投信持股比例,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,累計買賣超,比例%,近 5 期，投信買超佔成交量比重,BBand width,Band%EMA3
2021/9/29,90.9,90.9,88,88.2,90.48,91.32,94.53,110.41,110.15,101.83,94.53,87.22,382,223,259,-45,4068,0,45,4.51%,-6,1223,23,29,1.35%,0,36,0,0,0.04%,2697,-45,14,30,29,11.97%,92.11,90.89,0.44,11987,17513,-5526,104.98,-256,-22.96,-22.96,15.45%,15.11%
2021/9/30,88.1,88.5,87.8,88.2,89.84,90.78,93.91,110.26,110.06,101.17,93.91,86.65,230,244,269,-86,3646,0,86,4.05%,62,1285,71,9,1.42%,2,38,2,0,0.04%,2687,-10,14,24,0,11.93%,92.11,90.33,0.42,12194,17186,-4992,104.98,-305,-25,-25,15.45%,15.28%
2021/10/1,88,88.5,84.1,85.9,88.66,90.25,93.22,110.1,109.96,100.76,93.22,85.68,477,319,235,-105,3541,0,105,3.93%,3,1274,37,34,1.41%,-1,37,1,2,0.04%,2687,0,34,34,0,11.93%,92.11,89.51,0.41,12100,18183,-6083,104.98,-386,-24.22,-24.22,16.18%,15.73%
2021/10/4,86,86.2,82,82.2,86.88,89.3,92.38,109.93,109.85,100.85,92.38,83.91,403,363,259,0,3541,0,0,3.93%,29,1300,60,31,1.44%,0,37,0,0,0.04%,2681,-6,18,23,1,11.90%,92.11,89.51,0.18,12265,18200,-5935,104.98,-331,-18.23,-18.23,18.33%,17.03%
2021/10/5,81.7,84.7,79.6,84.6,85.82,88.45,91.61,109.77,109.75,99.96,91.61,83.26,475,393,285,0,3541,0,0,3.93%,199,1544,261,62,1.71%,0,37,0,0,0.04%,2679,-2,25,25,2,11.89%,92.11,89.51,0.8,12618,18127,-5509,104.98,-236,-12,-12,18.24%,17.63%
2021/10/6,84.9,86.4,82.5,82.8,84.74,87.61,90.8,109.6,109.64,99.27,90.8,82.33,501,417,320,-159,3382,0,159,3.75%,-25,1512,87,112,1.67%,0,37,0,0,0.04%,2698,19,24,5,0,11.98%,92.11,88.16,0.71,12642,18125,-5483,104.98,-350,-16.78,-16.78,18.66%,18.15%
2021/10/7,84.1,86.5,82.8,85.9,84.28,87.06,90.3,109.45,109.55,98.67,90.3,81.92,702,512,378,-102,3280,0,102,3.64%,230,1727,281,51,1.91%,3,40,7,4,0.04%,2715,17,35,18,0,12.05%,92.11,87.76,0.54,12949,17293,-4344,104.98,-366,-14.31,-14.31,18.55%,18.35%
2021/10/8,85.9,89,85.4,88,84.7,86.68,89.96,109.32,109.47,98.12,89.96,81.79,469,510,414,-1,3279,0,1,3.64%,157,1884,185,28,2.09%,0,40,0,0,0.04%,2715,0,33,33,0,12.05%,92.11,87.76,0.61,12851,17514,-4663,104.98,-262,-10.27,-10.27,18.15%,18.25%
2021/10/12,89.6,89.6,86.2,86.3,85.52,86.2,89.44,109.17,109.38,97.13,89.44,81.74,210,471,417,-9,3270,0,9,3.63%,-81,1684,13,94,1.86%,1,41,1,0,0.05%,2736,21,35,14,0,12.15%,92.11,87.76,0.18,12734,17965,-5231,104.98,-271,-11.5,-11.5,17.20%,17.72%
2021/10/13,87.4,87.4,83.6,83.9,85.38,85.6,88.82,109.01,109.28,96.19,88.82,81.44,250,426,410,-79,3191,0,79,3.54%,-73,1611,13,86,1.78%,0,41,0,0,0.05%,2748,12,24,12,0,12.20%,92.11,87.5,0.36,12747,18099,-5352,104.98,-350,-16.42,-16.42,16.60%,17.16%
2021/10/14,84,84.6,82.9,84,85.62,85.18,88.25,108.83,109.16,95.27,88.25,81.23,291,384,401,0,3191,0,0,3.54%,49,1660,74,25,1.84%,0,41,0,0,0.05%,2723,-25,5,30,0,12.09%,92.11,87.5,0.27,12783,18088,-5305,104.98,-191,-9.94,-9.94,15.91%,16.53%
2021/10/15,84.6,88.1,84.6,86.8,85.8,85.04,87.91,108.69,109.04,94.51,87.91,81.31,318,308,410,0,3191,0,0,3.54%,89,1726,109,20,1.91%,6,47,6,0,0.05%,2796,73,107,32,2,12.41%,92.11,87.5,-0.092,13316,17122,-3806,104.98,-89,-5.79,-5.79,15.01%,15.77%
2021/10/18,87.5,88.3,81,84.1,85.02,84.86,87.56,108.53,108.91,94.17,87.56,80.94,924,399,454,0,3191,0,0,3.54%,95,1826,158,63,2.02%,3,50,3,0,0.06%,2224,-572,39,611,0,9.87%,92.11,87.5,-0.14,13423,17088,-3665,104.98,-88,-4.42,-4.42,15.11%,15.44%
2021/10/19,85.7,88.5,84.5,88,85.36,85.44,87.37,108.4,108.81,93.71,87.37,81.03,468,450,461,0,3191,0,0,3.54%,193,2019,207,14,2.24%,-2,48,0,2,0.05%,2251,27,79,52,0,9.99%,92.11,87.5,0.82,13824,16754,-2930,104.98,-79,-3.51,-3.51,14.51%,14.98%
2021/10/20,88,89.4,87.6,88,86.18,85.78,87.12,108.3,108.72,92.9,87.12,81.33,197,440,433,0,3191,0,0,3.54%,19,2138,49,30,2.37%,-1,47,0,1,0.05%,2252,1,32,29,2,10.00%,92.11,87.04,0.64,14047,16753,-2706,104.98,0,0,0,13.28%,14.13%
2021/10/21,88.7,89.4,88,88,86.98,86.3,86.96,108.19,108.63,92.45,86.96,81.46,390,459,422,0,3191,0,0,3.54%,65,2208,108,43,2.45%,-1,46,0,1,0.05%,2250,-2,51,52,1,9.99%,92.11,86.79,0.076,12801,16738,-3937,104.98,0,0,0,12.63%,13.38%
2021/10/22,88.9,90,88,89.4,87.5,86.65,86.86,108.08,108.56,92.09,86.86,81.62,230,442,375,0,3191,0,0,3.54%,110,1863,115,5,2.06%,0,46,0,0,0.05%,2238,-12,19,28,3,9.94%,92.11,86.57,0.13,12719,16736,-4017,104.98,0,0,0,12.05%,12.71%
2021/10/25,90.9,90.9,88.8,90.6,88.8,86.91,86.8,107.98,108.49,91.82,86.8,81.77,230,303,351,0,3191,0,0,3.54%,20,1873,69,49,2.07%,-2,44,0,2,0.05%,2224,-14,19,33,0,9.87%,92.11,86.41,-0.03,12703,16738,-4035,104.98,0,0,0,11.59%,12.15%
2021/10/26,91.6,91.6,89,89.2,89.04,87.2,86.7,107.88,108.43,91.46,86.7,81.94,144,238,344,0,3191,0,0,3.54%,-34,1826,9,43,2.02%,5,49,5,0,0.05%,2216,-8,30,38,0,9.84%,92.11,86.04,0.086,12776,16455,-3679,104.98,0,0,0,10.99%,11.57%
2021/10/27,89.6,90.5,89.5,90.3,89.5,87.84,86.72,107.78,108.37,91.54,86.72,81.9,149,229,334,0,3191,0,0,3.54%,44,1870,54,10,2.07%,0,49,0,0,0.05%,2209,-7,12,19,0,9.81%,92.11,85.45,0.026,12699,16452,-3753,104.98,0,0,0,11.12%,11.34%
2021/10/28,90.3,91.3,89.6,89.7,89.84,88.41,86.8,107.68,108.3,91.75,86.8,81.84,123,175,317,0,3191,0,0,3.54%,4,1826,15,11,2.02%,0,49,0,0,0.05%,2211,2,10,7,1,9.82%,92.11,85.17,0.17,12583,16455,-3872,104.98,0,0,0,11.42%,11.38%
2021/10/29,91,92,90.1,91.5,90.26,88.88,86.96,107.59,108.23,92.3,86.96,81.62,261,181,312,0,3191,0,0,3.54%,115,1941,127,12,2.15%,0,49,0,0,0.05%,2186,-25,16,38,3,9.70%,92.11,84.65,0.14,12485,16619,-4134,104.98,0,0,0,12.27%,11.83%
2021/11/1,92,92.5,91,92,90.54,89.67,87.27,107.5,108.17,93.01,87.27,81.52,143,164,234,0,3191,0,0,3.54%,10,1951,31,21,2.16%,0,49,0,0,0.05%,2196,10,16,6,0,9.75%,92.11,84.27,0.1,12580,16396,-3816,104.98,0,0,0,13.16%,12.49%
2021/11/2,92.4,94.6,90.2,93.3,91.36,90.2,87.82,107.41,108.11,93.64,87.82,82,417,219,228,0,3191,0,0,3.54%,-33,1918,79,112,2.12%,-1,48,0,1,0.05%,2227,31,96,65,0,9.89%,92.11,84.27,-0.011,12535,16507,-3972,104.98,0,0,0,13.26%,12.87%
2021/11/3,94,95.4,92.1,92.3,91.76,90.63,88.21,107.3,108.06,94.14,88.21,82.27,769,343,286,0,3191,0,0,3.54%,-285,1633,12,297,1.81%,6,54,6,0,0.06%,2250,23,124,101,0,9.99%,92.11,84.27,-0.57,12592,16497,-3905,104.98,0,0,0,13.46%,13.17%
2021/11/4,93.4,97.8,93,95.8,92.98,91.41,88.86,107.21,108.01,95.12,88.86,82.59,968,512,343,122,3313,122,0,3.68%,251,1861,294,43,2.06%,6,60,6,0,0.07%,2249,-1,99,100,0,9.98%,96.08,85.03,-0.2,12612,16176,-3564,104.66,122,4.77,4.77,14.10%,13.63%
2021/11/5,98,98.6,96.2,96.6,94,92.13,89.39,107.14,107.98,96.34,89.39,82.44,778,615,398,46,3359,46,0,3.73%,-134,1723,71,205,1.91%,2,62,3,1,0.07%,2348,99,149,50,0,10.42%,96.44,85.11,-0.088,12650,15701,-3051,104.56,168,5.46,5.46,15.56%,14.59%
2021/11/8,97.1,97.1,94.3,94.6,94.52,92.53,89.72,107.08,107.93,97,89.72,82.44,333,653,409,0,3359,0,0,3.73%,-70,1651,42,112,1.83%,0,62,0,0,0.07%,2324,-24,44,68,0,10.32%,96.44,85.09,0.0082,12763,15481,-2718,104.56,168,5.15,5.15,16.22%,15.41%
2021/11/9,93,96,92.7,94.3,94.72,93.04,90.12,107.02,107.87,97.48,90.12,82.76,579,685,452,56,3415,56,0,3.79%,192,1844,220,28,2.04%,-3,59,0,3,0.07%,2333,9,50,41,0,10.36%,95.87,84.8,0.073,12714,15162,-2448,104.39,224,6.54,6.54,16.33%,15.87%
2021/11/10,95.4,95.4,94.1,94.4,95.14,93.45,90.65,106.96,107.83,97.64,90.65,83.65,116,555,449,0,3415,0,0,3.79%,17,1700,30,13,1.88%,0,59,0,0,0.07%,2319,-14,2,16,0,10.29%,95.87,84.8,0.25,12634,14882,-2248,104.39,224,8.07,8.07,15.44%,15.66%
2021/11/11,95,95,92.7,92.8,94.54,93.76,91.09,106.88,107.8,97.43,91.09,84.74,308,423,467,0,3415,0,0,3.79%,32,1716,45,13,1.90%,0,59,0,0,0.07%,2304,-15,24,39,0,10.23%,95.87,84.8,0.051,12592,14595,-2003,104.39,102,4.82,4.82,13.94%,14.80%
2021/11/12,92.9,94.5,92.8,92.8,93.78,93.89,91.39,106.8,107.76,97.46,91.39,85.31,200,307,461,0,3415,0,0,3.79%,77,1781,81,4,1.97%,0,59,0,0,0.07%,2311,7,18,9,2,10.26%,95.87,84.8,0.34,12638,14588,-1950,104.39,56,3.65,3.65,13.29%,14.04%
2021/11/15,94.5,95.7,93.7,94.6,93.78,94.15,91.91,106.74,107.7,97.13,91.91,86.69,309,302,478,0,3415,0,0,3.79%,146,1925,149,3,2.13%,-4,55,0,4,0.06%,2319,8,23,15,0,10.29%,95.87,84.8,0.0041,12616,14269,-1653,104.39,56,3.7,3.7,11.35%,12.70%
2021/11/16,95,95.6,94.1,94.2,93.76,94.24,92.22,106.66,107.66,97.2,92.22,87.24,183,223,454,0,3415,0,0,3.79%,31,1949,46,15,2.16%,0,55,0,0,0.06%,2285,-34,19,53,0,10.14%,95.87,84.8,0.52,12678,14267,-1589,104.39,0,0,0,10.80%,11.75%
2021/11/17,94.8,96.4,94.2,95.8,94.04,94.59,92.61,106.6,107.61,97.43,92.61,87.79,254,251,403,0,3415,0,0,3.79%,80,2023,98,18,2.24%,6,61,15,9,0.07%,2246,-39,21,19,41,9.97%,95.87,84.8,0.24,12770,14117,-1347,104.39,0,0,0,10.40%,11.08%
2021/11/18,96.9,96.9,95.1,95.1,94.5,94.52,92.97,106.49,107.55,97.4,92.97,88.53,235,236,330,0,3415,0,0,3.79%,-55,1972,13,68,2.18%,-5,56,0,5,0.06%,2265,19,30,11,0,10.06%,95.87,84.8,-0.17,12713,13956,-1243,104.39,0,0,0,9.55%,10.31%
2021/11/19,95.9,96.8,94.6,95.8,95.1,94.44,93.29,106.37,107.46,97.57,93.29,89,413,279,293,0,3415,0,0,3.79%,22,1986,70,48,2.20%,78,134,78,0,0.15%,2298,33,63,24,6,10.20%,95.87,84.8,-0.17,12583,13957,-1374,104.39,0,0,0,9.18%,9.75%
2021/11/22,97,99.2,96.1,97,95.58,94.68,93.61,106.26,107.39,97.99,93.61,89.22,822,381,342,0,3415,0,0,3.79%,-120,1886,84,204,2.09%,-64,70,1,65,0.08%,2391,93,109,15,1,10.61%,95.87,84.8,-0.15,12582,13957,-1375,104.39,0,0,0,9.38%,9.56%
2021/11/23,97,97,94.1,94.2,95.58,94.67,93.86,106.14,107.3,97.75,93.86,89.96,448,434,329,100,3515,100,0,3.90%,-111,1791,12,123,1.98%,-17,53,1,18,0.06%,2382,-9,35,44,0,10.57%,95.71,84.8,-0.11,12442,14287,-1845,104.13,100,4.6,4.6,8.31%,8.94%
2021/11/24,94.5,96.3,94.5,96.3,95.68,94.86,94.16,106.02,107.21,97.83,94.16,90.48,174,418,335,0,3515,0,0,3.90%,52,1829,62,10,2.02%,0,53,0,0,0.06%,2368,-14,12,26,0,10.51%,95.71,84.8,-0.2,12388,14287,-1899,104.13,100,4.78,4.78,7.81%,8.37%
2021/11/25,97.4,105.5,97.1,105.5,97.76,96.13,94.95,105.93,107.15,100.67,94.95,89.22,3254,1022,629,0,3515,0,0,3.90%,-110,1737,235,345,1.92%,38,91,47,9,0.10%,2589,221,488,267,0,11.49%,95.71,84.8,0.014,12376,14287,-1911,104.13,100,1.96,1.96,12.06%,10.22%
2021/11/26,102.5,109,102,108,100.2,97.65,95.77,105.87,107.11,103.63,95.77,87.91,5507,2041,1160,186,3701,186,0,4.11%,-49,1744,484,533,1.93%,-48,42,5,53,0.05%,2822,233,532,299,0,12.53%,99.69,84.8,-0.33,12157,14940,-2783,104.25,286,2.8,2.8,16.41%,13.31%
2021/11/29,108,111,103,110,102.8,99.19,96.67,105.77,107.08,106.48,96.67,86.86,2960,2469,1425,122,3823,122,0,4.24%,-62,1783,378,440,1.97%,42,84,91,49,0.09%,2803,-19,300,319,0,12.44%,101.29,84.8,-0.038,12207,14945,-2738,104.37,408,3.31,3.31,20.29%,16.80%
2021/11/30,114,121,111.5,121,108.16,101.87,98.06,105.72,107.1,112.36,98.06,83.75,6197,3618,2026,497,4320,497,0,4.79%,-201,1656,447,648,1.83%,294,378,308,14,0.42%,3467,664,1219,555,0,15.39%,108.63,84.8,0.088,12287,14972,-2685,105.94,805,4.45,4.45,29.18%,22.99%
2021/12/1,121,129.5,118.5,124.5,113.8,104.74,99.67,105.69,107.13,117.76,99.67,81.57,13588,6301,3360,417,4737,417,0,5.26%,408,2203,1458,1050,2.44%,-2,376,47,49,0.42%,4357,890,1924,1034,0,19.34%,112.63,84.8,-0.28,12410,14480,-2070,107.48,1222,3.88,3.88,36.32%,29.65%
2021/12/2,124.5,125.5,120,123,117.3,107.53,101.03,105.65,107.15,121.67,101.03,80.38,2864,6223,3623,1,4738,1,0,5.26%,111,2299,436,325,2.55%,19,395,41,22,0.44%,4247,-110,366,476,0,18.85%,114.05,84.8,-0.14,12479,14320,-1841,107.48,1223,3.93,3.93,40.86%,35.26%
2021/12/3,125,126,121.5,124,120.5,110.35,102.4,105.64,107.19,125.2,102.4,79.59,3385,5799,3920,115,4853,115,0,5.39%,58,2373,595,537,2.63%,19,414,37,19,0.46%,4413,166,470,304,0,19.59%,115.31,84.8,0.31,12481,14315,-1834,107.87,1152,3.97,3.97,44.55%,39.90%
2021/12/6,125.5,130,123,127,123.9,113.35,104.02,105.63,107.24,128.89,104.02,79.14,5807,6368,4418,313,5166,313,0,5.73%,276,2687,809,533,2.98%,98,512,159,60,0.57%,5003,590,1225,635,0,22.21%,117.44,84.8,-0.14,12477,14317,-1840,109.06,1343,4.22,4.22,47.82%,43.86%
2021/12/7,130.5,130.5,124.5,125,124.7,116.43,105.55,105.59,107.28,131.6,105.55,79.5,3468,5822,4720,171,5337,171,0,5.92%,195,2915,665,470,3.23%,-97,415,13,110,0.46%,4673,-330,335,665,0,20.74%,119.03,84.8,0.4,13726,14213,-487,109.66,1017,3.49,3.49,49.35%,46.61%
2021/12/8,128,130.5,122.5,122.5,124.3,119.05,106.96,105.55,107.31,133.47,106.96,80.44,2916,3688,4995,0,5337,0,0,5.92%,81,3016,422,341,3.34%,-131,285,24,155,0.32%,4593,-80,403,483,0,20.39%,119.03,84.8,0.27,14295,14166,129,109.66,600,3.25,3.25,49.58%,48.09%
2021/12/9,126,134.5,125.5,132,126.1,121.7,108.92,105.58,107.36,136.72,108.92,81.11,10898,5295,5759,733,6070,733,0,6.74%,952,3978,1449,497,4.41%,5,290,42,37,0.32%,5205,612,1634,1022,0,23.11%,122.58,84.8,-0.055,14368,14171,197,112.34,1332,5.03,5.03,51.06%,49.58%
2021/12/10,134.5,134.5,129.5,134,128.1,124.3,110.98,105.62,107.44,139.79,110.98,82.16,6073,5832,5816,67,6137,67,0,6.81%,-284,3756,838,1122,4.16%,117,407,129,12,0.45%,4801,-404,586,988,2,21.31%,122.82,84.8,0.048,14425,14172,253,112.56,1284,4.4,4.4,51.92%,50.75%
2021/12/13,132,136.5,128,131,128.9,126.4,112.8,105.65,107.5,141.84,112.8,83.75,6170,5905,6137,110,6247,150,40,6.93%,-705,3237,616,1321,3.59%,7,414,50,42,0.46%,4824,23,457,446,0,21.42%,123.33,132.54,-0.053,14398,14382,16,113.04,1081,3.66,3.66,51.49%,51.12%
2021/12/14,130.5,132.5,126,128,129.5,127.1,114.49,105.62,107.56,142.93,114.49,86.04,2811,5774,5798,-120,6127,10,130,6.80%,491,3631,883,392,4.02%,-73,341,15,88,0.38%,4753,-71,237,308,0,21.10%,123.35,129.73,0.51,14556,14812,-256,113.07,790,2.74,2.74,49.69%,50.40%
2021/12/15,128.5,133,126,129,130.8,127.55,116.15,105.63,107.64,143.9,116.15,88.39,2854,5761,4725,-50,6077,0,50,6.74%,265,3867,501,236,4.29%,24,366,27,3,0.41%,4912,159,642,483,0,21.81%,123.35,129.79,0.93,14959,14817,142,113.07,740,2.57,2.57,47.79%,49.10%
2021/12/16,132.5,138,128,130,130.4,128.25,117.89,105.64,107.73,144.5,117.89,91.28,7687,5119,5207,-398,5679,21,419,6.30%,-1041,2923,337,1378,3.24%,162,528,196,33,0.59%,5277,365,1002,637,0,23.43%,123.41,131.63,0.7,15153,14378,775,113.14,-391,-1.53,-1.53,45.14%,47.12%
2021/12/17,127,127,122,123.5,128.3,128.2,119.28,105.58,107.78,143.95,119.28,94.6,2681,4441,5137,-87,5592,12,99,6.21%,212,3134,433,221,3.47%,-4,524,22,26,0.58%,5109,-168,318,486,0,22.68%,123.42,130.64,0.8,15184,14379,805,113.16,-545,-2.45,-2.45,41.38%,44.25%
2021/12/20,122.5,126.5,122,125,127.1,128,120.68,105.56,107.84,143.22,120.68,98.13,1095,3426,4665,-214,5378,35,249,5.97%,634,3763,702,68,4.17%,5,530,6,1,0.59%,5035,-74,78,147,5,22.35%,123.43,129.19,1.07,14990,14663,327,113.24,-869,-5.07,-5.07,37.37%,40.81%
2021/12/21,126.5,137.5,126,137.5,129,129.25,122.84,105.59,107.96,142.99,122.84,102.69,13601,5584,5679,1757,7135,1757,0,7.92%,523,4296,1495,972,4.76%,-118,412,48,166,0.46%,6403,1368,2201,833,0,28.42%,128.35,129.19,1.29,15173,14333,840,118.53,1008,3.61,3.61,32.81%,36.81%
2021/12/22,140.5,150,140,145,132.2,131.5,125.28,105.66,108.1,143.71,125.28,106.84,25341,10081,7921,431,7566,431,0,8.40%,-890,3629,1331,2221,4.02%,202,614,236,34,0.68%,6578,175,2420,2244,1,29.20%,129.71,129.19,0.87,15206,14323,883,120,1489,2.95,2.95,29.43%,33.12%
2021/12/23,147,147.5,141.5,145,135.2,132.8,127.25,105.74,108.25,145.24,127.25,109.26,8256,10195,7657,-10,7556,0,10,8.39%,-68,3532,634,702,3.92%,-15,598,61,76,0.66%,7600,1022,1859,837,0,33.74%,129.71,129.34,0.13,15039,14107,932,120,1877,3.68,3.68,28.28%,30.70%
2021/12/24,145.5,146,135.5,139,138.3,133.3,128.8,105.79,108.37,145.16,128.8,112.44,5907,10840,7640,39,7595,44,5,8.43%,-348,3231,318,666,3.58%,-48,550,45,93,0.61%,7044,-556,923,1479,0,31.27%,130.68,129.4,-0.081,15047,14107,940,120.11,2003,3.7,3.7,25.40%,28.05%
2021/12/27,136.5,139.5,133.5,139.5,141.2,134.15,130.28,105.85,108.5,144.81,130.28,115.74,3710,11363,7394,70,7665,70,0,8.51%,466,3706,763,297,4.11%,82,633,91,9,0.70%,6435,-609,436,1045,0,28.57%,131.34,129.4,-0.31,15038,13892,1146,120.27,2287,4.03,4.03,22.31%,25.18%
2021/12/28,140,142.5,137,137.5,141.2,135.1,131.1,105.9,108.61,145.3,131.1,116.9,3343,9311,7448,0,7665,0,0,8.51%,-388,3314,219,607,3.67%,8,640,18,10,0.71%,6673,238,582,342,2,29.62%,132.87,129.4,0.21,15120,13724,1396,120.27,530,1.14,1.14,21.66%,23.42%
2021/12/29,136,139,136,137,139.6,135.9,131.73,105.94,108.7,145.81,131.73,117.64,1093,4462,7271,30,7695,30,0,8.54%,180,3333,224,44,3.69%,23,663,25,3,0.74%,6515,-158,133,289,2,28.92%,133.9,129.4,0.11,15194,13568,1626,120.33,129,0.58,0.58,21.38%,22.40%
2021/12/30,138,141,135,135,137.6,136.4,132.33,105.98,108.79,145.88,132.33,118.77,2561,3323,6759,0,7695,0,0,8.54%,-97,3264,314,411,3.62%,2,665,7,5,0.74%,6593,78,370,291,1,29.27%,133.9,129.4,-0.19,15287,13633,1654,120.33,139,0.84,0.84,20.49%,21.45%
2022/1/3,135,136.5,131.5,135,136.8,137.55,132.88,106,108.89,145.92,132.88,119.83,1834,2508,6674,-199,7496,0,199,8.32%,763,4057,898,135,4.50%,-26,639,11,37,0.71%,6293,-300,137,435,2,27.94%,134.2,130.19,0.026,15356,13514,1842,120.33,-99,-0.79,-0.79,19.64%,20.54%
2022/1/4,135,135.5,131.5,134.5,135.8,138.5,133.25,106.04,109,146.03,133.25,120.47,1775,2121,6742,-103,7393,20,123,8.20%,583,4669,738,155,5.18%,-88,551,6,94,0.61%,6214,-79,187,265,1,27.59%,134.78,130.51,0.053,15524,13134,2390,120.37,-272,-2.56,-2.56,19.18%,19.86%
2022/1/5,135,137,128.5,130,134.3,137.75,133.5,106.05,109.1,145.81,133.5,121.19,2359,1924,5618,-140,7253,0,140,8.05%,141,4818,590,449,5.34%,-91,461,20,110,0.51%,6025,-189,211,400,0,26.75%,135.14,130.65,0.16,16039,13136,2903,120.37,-412,-4.28,-4.28,18.44%,19.15%
2022/1/6,128,131,126,130,132.9,136.25,133.88,106.07,109.21,145.24,133.88,122.51,1865,2079,3270,-254,6999,96,350,7.77%,1077,5692,1123,46,6.31%,-29,432,12,41,0.48%,5662,-363,56,419,0,25.14%,134.97,130.34,-0.27,16069,13424,2645,120.49,-696,-6.7,-6.7,16.98%,18.06%
2022/1/7,130,131,120,126,131.1,134.35,133.58,106.07,109.27,145.43,133.58,121.72,3260,2219,2771,-219,6780,94,313,7.52%,838,6480,1250,412,7.19%,-51,381,15,66,0.42%,4860,-802,179,981,0,21.58%,135.42,129.46,-0.08,15960,13718,2242,120.54,-915,-8.25,-8.25,17.75%,17.91%
2022/1/10,125,130.5,124.5,130.5,130.2,133.5,133.4,106.1,109.37,145.33,133.4,121.47,962,2044,2276,0,6780,0,0,7.52%,327,6582,418,91,7.30%,4,385,19,15,0.43%,4860,0,160,160,0,21.58%,135.5,129.46,-0.18,16080,13544,2536,120.54,-716,-7.01,-7.01,17.88%,17.89%
2022/1/11,130.5,131,120.5,122.5,127.8,131.8,132.98,106.1,109.43,145.79,132.98,120.16,1617,2013,2067,0,6780,0,0,7.52%,-102,6413,434,536,7.11%,-25,360,8,33,0.40%,4597,-263,208,471,0,20.41%,135.67,129.41,0.17,16091,13590,2501,120.54,-613,-6.09,-6.09,19.27%,18.58%
2022/1/12,121.5,124.5,120,123,126.4,130.35,132.73,106.09,109.49,146.1,132.73,119.35,1412,1823,1874,0,6780,0,0,7.52%,395,6808,554,159,7.55%,-5,356,45,49,0.40%,4464,-133,67,199,1,19.82%,135.69,129.44,-0.34,16250,13682,2568,120.54,-473,-5.19,-5.19,20.15%,19.37%
