時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超(張),投信持股(張),買進(張),賣出(張),投信持股比例,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,累計買賣超,比例%,近 5 期，投信買超佔成交量比重,BBand width,Band%EMA3
2024/10/29,398.5,405,388.5,402.5,390.7,394.85,376.23,N/A,N/A,417.36,376.23,335.09,884,1380,1806,-10,4898,50,60,1.96%,36,225866,370,334,90.56%,-25,220,3,28,0.09%,383.27,368.94,0.76,28785,6130,22655,359.82,213,3.09,3.09,21.87%,21.23%
2024/10/30,407.5,407.5,395,398.5,393.3,396.45,377.8,N/A,N/A,419.81,377.8,335.79,483,1107,1538,45,4943,45,0,1.98%,-35,225860,121,156,90.56%,0,220,3,3,0.09%,383.62,368.12,0.85,28952,6133,22819,360.2,321,5.8,5.8,22.24%,21.73%
2024/11/1,391,402,390,390.5,396,396.35,379.85,N/A,N/A,420.1,379.85,339.6,520,962,1248,0,4943,0,0,1.98%,-50,225783,197,246,90.53%,-8,212,0,8,0.09%,383.62,382.71,1.08,29781,6099,23682,360.2,317,6.59,6.59,21.19%,21.46%
2024/11/4,391,400,390.5,396,396.5,395.25,381.9,N/A,N/A,421.04,381.9,342.76,392,727,1053,26,4969,26,0,1.99%,84,225867,218,134,90.56%,7,218,9,2,0.09%,390.05,382.71,0.66,30423,5940,24483,360.39,189,5.2,5.2,20.50%,20.98%
2024/11/5,399,403.5,393.5,395,396.5,394.25,383.55,N/A,N/A,421.97,383.55,345.13,327,521,961,74,5043,74,0,2.02%,-28,225841,87,115,90.55%,0,218,8,8,0.09%,390.36,382.71,1.06,31330,6178,25152,360.94,135,5.18,5.18,20.03%,20.51%
2024/11/6,397.5,405,393.5,400.5,396.1,393.4,385.45,N/A,N/A,423.27,385.45,347.63,312,407,894,17,5060,17,0,2.03%,24,225865,100,76,90.56%,-4,214,1,5,0.09%,390.87,382.71,0.59,31831,6296,25535,361.07,162,7.96,7.96,19.62%,20.06%
2024/11/7,414,414,396.5,402,396.8,395.05,388.05,N/A,N/A,422.79,388.05,353.31,729,456,781,13,5073,13,0,2.03%,-116,225770,245,361,90.52%,7,221,14,7,0.09%,390.95,382.71,0.27,31814,6114,25700,361.18,130,5.7,5.7,17.90%,18.98%
2024/11/8,401,406,396.5,403,399.3,397.65,389.85,N/A,N/A,423.76,389.85,355.94,448,442,702,55,5128,57,2,2.06%,94,225864,207,113,90.56%,-2,219,6,8,0.09%,392.1,382.89,0.53,31398,6018,25380,361.63,185,8.38,8.38,17.40%,18.19%
2024/11/11,406.5,414.5,394,394.5,399,397.75,391.73,N/A,N/A,422.13,391.73,361.32,889,541,634,28,5156,28,0,2.07%,-190,225674,204,394,90.48%,10,228,26,16,0.09%,394.05,382.89,0.32,31617,6039,25578,361.86,187,6.91,6.91,15.52%,16.86%
2024/11/12,393,404,383.5,384,396.8,396.65,393.03,N/A,N/A,419.52,393.03,366.53,1028,681,601,-69,5087,106,175,2.04%,-11,225666,336,347,90.48%,-27,201,8,35,0.08%,393.82,386.01,1.16,31348,6091,25257,362.44,44,1.29,1.29,13.48%,15.17%
2024/11/13,387,396,378,396,395.9,396,395.43,N/A,N/A,412.02,395.43,378.83,912,801,604,-132,4955,19,151,1.99%,-88,225594,226,314,90.45%,26,228,45,19,0.09%,395.22,389.97,1.26,31551,5956,25595,362.54,-105,-2.62,-2.62,8.39%,11.78%
2024/11/14,405,405,385,387,392.9,394.85,395.65,N/A,N/A,411.65,395.65,379.65,996,855,655,-48,4907,50,98,1.97%,-6,225588,465,471,90.45%,12,239,27,15,0.10%,399.81,390.7,1.11,32111,5967,26144,362.86,-166,-3.88,-3.88,8.09%,9.93%
2024/11/15,394,394,378,378,387.9,393.6,394.98,N/A,N/A,412.67,394.98,377.28,584,882,662,0,4907,0,0,1.97%,-19,225578,242,261,90.44%,-4,235,11,15,0.09%,400.57,390.7,-1.83,31926,5930,25996,362.86,-221,-5.01,-5.01,8.96%,9.45%
2024/11/18,384,388,375.5,388,386.6,392.8,394.03,N/A,N/A,411.06,394.03,376.99,803,865,703,-31,4876,0,31,1.96%,249,225850,640,391,90.55%,-75,160,9,84,0.06%,400.25,390.27,0.48,32550,6103,26447,362.86,-280,-6.48,-6.48,8.65%,9.05%
2024/11/19,389.5,391,381,384,386.6,391.7,392.98,N/A,N/A,409.76,392.98,376.19,422,743,712,6,4882,10,4,1.96%,-10,225842,224,234,90.55%,-22,138,21,43,0.06%,398.98,390.25,0.94,32961,5941,27020,362.91,-205,-5.52,-5.52,8.54%,8.79%
2024/11/20,385,389.5,382.5,389.5,385.3,390.6,392,N/A,N/A,407.13,392,376.87,307,622,712,-4,4878,0,4,1.96%,109,225953,232,123,90.59%,3,141,9,6,0.06%,397.36,390.23,0.89,32730,6026,26704,362.91,-77,-2.47,-2.47,7.72%,8.26%
2024/11/21,392.5,401,390.5,398,387.5,390.2,392.63,N/A,N/A,407.66,392.63,377.59,1179,659,757,-3,4875,0,3,1.95%,507,226462,918,411,90.80%,8,148,11,3,0.06%,397.39,389.74,1.94,32949,6105,26844,362.91,-32,-0.97,-0.97,7.66%,7.96%
2024/11/22,398,400,395,399,391.7,389.8,393.73,N/A,N/A,407.17,393.73,380.28,473,637,759,12,4887,12,0,1.96%,63,226567,338,275,90.84%,17,166,20,3,0.07%,398.29,390.37,1.23,32900,5979,26921,362.99,-20,-0.63,-0.63,6.83%,7.39%
2024/11/25,400,407,395.5,398,393.7,390.15,393.95,N/A,N/A,407.52,393.95,380.38,1897,856,860,0,4887,0,0,1.96%,131,226723,1502,1371,90.90%,16,182,24,8,0.07%,397.95,390.37,1.03,32661,5979,26682,362.99,11,0.26,0.26,6.89%,7.14%
2024/11/26,408,408,383,386,394.1,390.35,393.5,N/A,N/A,407.49,393.5,379.51,1259,1023,883,0,4887,0,0,1.96%,-27,226696,754,781,90.89%,-2,180,9,11,0.07%,396.46,390.37,0.92,31976,6159,25817,362.99,5,0.098,0.098,7.11%,7.13%
2024/11/27,386.5,389,364.5,364.5,389.1,387.2,391.6,N/A,N/A,409.86,391.6,373.34,1224,1206,914,16,4903,21,5,1.97%,-206,226460,490,696,90.80%,-55,125,27,82,0.05%,395.31,389.22,0.61,32025,6289,25736,363.04,25,0.41,0.41,9.32%,8.22%
