時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超(張),投信持股(張),買進(張),賣出(張),投信持股比例,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,累計買賣超,比例%,近 5 期，投信買超佔成交量比重,BBand width,Band%EMA3
2021/9/16,187,187,185,185.5,186.8,186.75,186.48,192.31,192.03,188.95,186.48,184,34,43,40,0,172,0,0,0.30%,0,8673,7,7,15.16%,0,948,0,0,1.66%,262,3,3,0,0,1.83%,186.09,187.82,-0.17,14165,16528,-2363,185.85,3,1.4,1.4,2.66%,2.91%
2021/9/17,186,187,185,186.5,186.8,186.65,186.6,192.27,192.01,188.8,186.6,184.4,81,48,45,1,173,1,0,0.30%,12,8684,13,1,15.18%,1,949,1,0,1.66%,263,1,1,0,0,1.84%,185.89,187.82,0.38,14217,16506,-2289,185.84,3,1.26,1.26,2.36%,2.64%
2021/9/22,185.5,185.5,184,185,186.2,186.4,186.6,192.23,191.99,188.8,186.6,184.4,51,45,45,0,173,0,0,0.30%,2,8686,3,1,15.18%,0,949,0,0,1.66%,267,4,4,0,0,1.87%,185.89,187.82,0.64,12955,17206,-4251,185.84,1,0.44,0.44,2.36%,2.50%
2021/9/23,185.5,185.5,184.5,185,185.8,186.2,186.63,192.19,191.97,188.74,186.63,184.51,18,41,43,0,173,0,0,0.30%,2,8668,2,0,15.15%,0,949,0,0,1.66%,267,0,0,0,0,1.87%,186.19,187.82,0.1,13094,16906,-3812,185.84,1,0.49,0.49,2.27%,2.38%
2021/9/24,186,186,184.5,185,185.4,186.15,186.6,192.14,191.94,188.78,186.6,184.42,36,44,43,1,174,1,0,0.30%,-6,8662,0,6,15.14%,1,950,1,0,1.66%,267,0,1,1,0,1.87%,186,187.82,0.11,13165,16528,-3363,185.84,2,0.91,0.91,2.34%,2.36%
2021/9/27,184.5,185,184.5,185,185.3,186.05,186.6,192.1,191.92,188.78,186.6,184.42,16,40,42,1,175,1,0,0.31%,0,8662,2,2,15.14%,0,950,0,0,1.66%,265,-2,2,1,3,1.85%,185.34,187.82,0.41,13176,16518,-3342,185.83,3,1.49,1.49,2.34%,2.35%
2021/9/28,185,185,184,184,184.8,185.8,186.45,192.06,191.9,188.9,186.45,184,32,31,39,0,175,0,0,0.31%,2,8664,4,2,15.14%,-4,946,0,4,1.65%,265,0,0,0,0,1.85%,185.41,187.82,-0.27,12434,16640,-4206,185.83,2,1.31,1.31,2.63%,2.49%
2021/9/29,183.5,184,182.5,183.5,184.5,185.35,186.23,192.01,191.87,188.88,186.23,183.57,47,30,38,0,175,0,0,0.31%,10,8674,11,1,15.16%,0,946,0,0,1.65%,264,-1,0,1,0,1.85%,185.41,187.82,0.44,11987,17513,-5526,185.83,2,1.34,1.34,2.85%,2.67%
2021/9/30,183,185,182.5,184.5,184.4,185.1,186.03,191.97,191.84,188.56,186.03,183.49,51,36,39,0,176,0,0,0.31%,8,8682,11,3,15.18%,0,946,0,0,1.65%,256,-8,0,8,0,1.79%,185.41,187.82,0.42,12194,17186,-4992,185.84,2,1.1,1.1,2.73%,2.70%
2021/10/1,185,185,182.5,182.5,183.9,184.65,185.78,191.91,191.8,188.65,185.78,182.9,72,44,44,1,177,1,0,0.31%,-8,8674,9,17,15.16%,0,946,0,0,1.65%,253,-3,1,4,0,1.77%,185.21,187.82,0.41,12100,18183,-6083,185.82,2,0.92,0.92,3.09%,2.90%
2021/10/4,183,183,180,180,182.9,184.1,185.43,191.84,191.75,189.18,185.43,181.67,112,63,52,1,178,1,0,0.31%,-4,8670,3,7,15.16%,0,946,0,0,1.65%,253,0,3,3,0,1.77%,184.74,187.82,0.18,12265,18200,-5935,185.79,2,0.64,0.64,4.05%,3.47%
2021/10/5,178,180,178,180,182.1,183.45,185.05,191.78,191.7,189.36,185.05,180.74,49,66,48,1,179,1,0,0.31%,1,8671,11,10,15.16%,0,946,0,0,1.65%,254,1,1,0,0,1.78%,184.3,187.82,0.8,12618,18127,-5509,185.75,3,0.91,0.91,4.66%,4.07%
2021/10/6,181,181.5,179,179.5,181.3,182.9,184.65,191.7,191.65,189.44,184.65,179.86,45,66,48,2,181,2,0,0.32%,2,8673,3,1,15.16%,0,946,2,2,1.65%,253,-1,1,2,0,1.77%,182.96,187.82,0.71,12642,18125,-5483,185.69,5,1.52,1.52,5.18%,4.63%
2021/10/7,181,181.5,180,181,180.6,182.5,184.35,191.63,191.61,189.26,184.35,179.44,79,71,54,0,181,0,0,0.32%,12,8685,14,2,15.18%,1,947,1,0,1.66%,255,2,2,0,0,1.78%,182.96,187.82,0.54,12949,17293,-4344,185.69,5,1.4,1.4,5.33%,4.98%
2021/10/8,181.5,183.5,181.5,182,180.5,182.2,184.18,191.58,191.58,189.16,184.18,179.19,56,68,56,0,181,0,0,0.32%,26,8711,33,7,15.23%,0,947,0,0,1.66%,253,-2,0,2,0,1.77%,182.96,187.82,0.61,12851,17514,-4663,185.69,4,1.17,1.17,5.41%,5.19%
2021/10/12,182,183.5,181,181.5,180.8,181.85,183.95,191.52,191.55,188.99,183.95,178.91,62,58,61,1,182,1,0,0.32%,12,8723,14,2,15.25%,0,947,0,0,1.66%,251,-2,0,2,0,1.76%,182.78,187.82,0.18,12734,17965,-5231,185.67,4,1.37,1.37,5.48%,5.34%
2021/10/13,183,183,181,182.5,181.3,181.7,183.75,191.48,191.52,188.68,183.75,178.82,46,58,62,0,182,0,0,0.32%,13,8736,14,1,15.27%,0,947,0,0,1.66%,248,-3,0,3,0,1.73%,182.54,187.82,0.36,12747,18099,-5352,185.67,3,1.04,1.04,5.37%,5.35%
2021/10/14,184,184,181.5,182,181.8,181.55,183.45,191.44,191.49,188.03,183.45,178.87,53,59,63,0,182,0,0,0.32%,-1,8735,9,10,15.27%,0,947,0,0,1.66%,248,0,0,0,0,1.73%,181.62,187.82,0.27,12783,18088,-5305,185.67,1,0.34,0.34,4.99%,5.17%
2021/10/15,184,184,182,182.5,182.1,181.35,183.23,191.4,191.46,187.52,183.23,178.93,49,53,62,0,182,0,0,0.32%,3,8738,10,7,15.27%,0,947,0,0,1.66%,248,0,0,0,0,1.73%,181.62,187.82,-0.092,13316,17122,-3806,185.67,1,0.38,0.38,4.69%,4.93%
2021/10/18,184,184,181.5,181.5,182,181.25,182.95,191.37,191.43,186.94,182.95,178.96,40,50,59,-6,176,0,6,0.31%,-2,8738,8,10,15.27%,0,947,0,0,1.66%,249,1,1,0,0,1.74%,181.62,182.69,-0.14,13423,17088,-3665,185.67,-5,-2,-2,4.36%,4.64%
2021/10/19,181.5,183.5,181,183.5,182.4,181.6,182.85,191.34,191.4,186.67,182.85,179.03,56,49,54,-11,165,8,19,0.29%,-4,8734,3,7,15.27%,-1,946,0,1,1.65%,248,-1,0,1,0,1.73%,181.69,181.99,0.82,13824,16754,-2930,185.49,-17,-6.97,-6.97,4.18%,4.41%
2021/10/20,182,182,181.5,181.5,182.2,181.75,182.6,191.31,191.36,186.07,182.6,179.13,52,50,54,-8,157,7,15,0.27%,0,8734,3,3,15.27%,0,946,0,0,1.65%,248,0,2,0,2,1.73%,181.42,181.7,0.64,14047,16753,-2706,185.31,-25,-10,-10,3.80%,4.11%
2021/10/21,182,182.5,181.5,182.5,182.3,182.05,182.48,191.28,191.33,185.77,182.48,179.18,32,46,53,-14,143,1,15,0.25%,-5,8729,3,8,15.26%,0,946,0,0,1.65%,249,1,1,0,0,1.74%,181.35,181.17,0.076,12801,16738,-3937,185.29,-39,-17.03,-17.03,3.61%,3.86%
2021/10/22,181.5,182,181.5,182,182.2,182.15,182.33,191.25,191.3,185.41,182.33,179.24,52,46,50,-9,134,2,11,0.23%,-1,8728,7,8,15.26%,0,946,0,0,1.65%,248,-1,0,1,0,1.73%,181.46,181.44,0.13,12719,16736,-4017,185.23,-48,-20.69,-20.69,3.39%,3.62%
2021/10/25,182,183.5,182,183.5,182.6,182.3,182.25,191.23,191.29,185.14,182.25,179.36,53,49,50,2,136,2,0,0.24%,22,8751,22,0,15.30%,0,946,0,0,1.65%,248,0,1,1,0,1.73%,181.41,181.44,-0.03,12703,16738,-4035,185.2,-40,-16.33,-16.33,3.17%,3.40%
2021/10/26,184,185,184,185,182.9,182.65,182.25,191.21,191.28,185.14,182.25,179.36,47,47,48,0,136,0,0,0.24%,13,8792,13,0,15.37%,2,948,2,0,1.66%,245,-3,0,3,0,1.71%,181.43,181.44,0.086,12776,16455,-3679,185.2,-29,-12.29,-12.29,3.17%,3.28%
2021/10/27,184,185,184,185,183.6,182.9,182.3,191.19,191.25,185.34,182.3,179.26,43,45,48,0,136,0,0,0.24%,22,8812,23,1,15.40%,0,948,0,0,1.66%,246,1,1,0,0,1.72%,181.43,181.44,0.026,12699,16452,-3753,185.2,-21,-9.25,-9.25,3.33%,3.31%
2021/10/28,185.5,185.5,185,185.5,184.2,183.25,182.4,191.17,191.24,185.71,182.4,179.09,44,48,47,0,136,0,0,0.24%,9,8821,16,7,15.42%,1,949,1,0,1.66%,252,6,6,0,0,1.76%,181.43,181.44,0.17,12583,16455,-3872,185.2,-7,-2.93,-2.93,3.63%,3.47%
2021/10/29,186,186,185,185.5,184.9,183.55,182.45,191.16,191.21,185.91,182.45,178.99,28,43,45,0,136,0,0,0.24%,-2,8805,7,9,15.39%,0,949,0,0,1.66%,252,0,0,0,0,1.76%,181.43,181.44,0.14,12485,16619,-4134,185.2,2,0.93,0.93,3.80%,3.63%
2021/11/1,186,186.5,185.5,186.5,185.5,184.05,182.65,191.15,191.2,186.54,182.65,178.76,43,41,45,-2,134,1,3,0.23%,10,8815,10,0,15.41%,0,949,0,0,1.66%,251,-1,1,2,0,1.76%,181.43,181.63,0.1,12580,16396,-3816,185.2,-2,-0.98,-0.98,4.26%,3.94%
2021/11/2,186.5,187,186,186.5,185.8,184.35,182.98,191.14,191.19,187.01,182.98,178.94,54,42,45,0,134,0,0,0.23%,8,8823,16,8,15.42%,0,949,0,0,1.66%,244,-7,0,6,1,1.71%,181.53,181.63,-0.011,12535,16507,-3972,185.2,-2,-0.94,-0.94,4.41%,4.17%
2021/11/3,186.5,187.5,186.5,187,186.2,184.9,183.33,191.13,191.18,187.48,183.33,179.17,51,44,45,0,134,0,0,0.23%,17,8840,25,8,15.45%,0,949,0,0,1.66%,241,-3,1,4,0,1.69%,181.58,181.63,-0.57,12592,16497,-3905,185.2,-2,-0.91,-0.91,4.53%,4.35%
2021/11/4,187,188,187,187.5,186.6,185.4,183.73,191.13,191.16,187.87,183.73,179.58,66,48,48,0,134,0,0,0.23%,37,8877,38,1,15.52%,0,949,0,0,1.66%,239,-2,0,2,0,1.67%,181.8,181.63,-0.2,12612,16176,-3564,185.2,-2,-0.83,-0.83,4.51%,4.43%
2021/11/5,189,189,188,188.5,187.2,186.05,184.1,191.13,191.15,188.53,184.1,179.67,84,60,51,2,136,2,0,0.24%,28,8905,29,1,15.57%,5,954,5,0,1.67%,245,6,8,2,0,1.71%,182.3,181.63,-0.088,12650,15701,-3051,185.25,0,0,0,4.82%,4.62%
2021/11/8,189,191,189,190.5,188,186.75,184.53,191.13,191.15,189.65,184.53,179.4,172,85,63,0,136,0,0,0.24%,84,8989,85,1,15.71%,2,956,2,0,1.67%,243,-2,4,6,0,1.70%,182.3,181.63,0.0082,12763,15481,-2718,185.25,2,0.47,0.47,5.55%,5.09%
2021/11/9,191.5,191.5,189,189.5,188.6,187.2,184.93,191.12,191.14,190.28,184.93,179.57,77,90,66,0,136,0,0,0.24%,8,8997,13,5,15.73%,0,956,0,0,1.67%,243,0,2,2,0,1.70%,182.36,181.63,0.073,12714,15162,-2448,185.25,2,0.44,0.44,5.80%,5.44%
2021/11/10,190,191,189,189.5,189.1,187.65,185.28,191.11,191.12,190.87,185.28,179.69,85,97,70,0,136,0,0,0.24%,16,9013,21,5,15.76%,0,956,0,0,1.67%,242,-1,0,1,0,1.69%,182.36,181.63,0.25,12634,14882,-2248,185.25,2,0.41,0.41,6.03%,5.74%
2021/11/11,191,191,189.5,191,189.8,188.2,185.73,191.11,191.11,191.63,185.73,179.82,65,97,73,0,136,0,0,0.24%,29,9039,32,3,15.80%,2,958,2,0,1.68%,241,-1,1,2,0,1.69%,182.36,181.63,0.051,12592,14595,-2003,185.25,2,0.41,0.41,6.36%,6.05%
2021/11/12,191,192,191,192,190.5,188.85,186.2,191.13,191.1,192.5,186.2,179.9,80,96,78,0,136,0,0,0.24%,24,9063,28,4,15.84%,0,958,0,0,1.68%,238,-3,0,3,0,1.66%,182.36,181.63,0.34,12638,14588,-1950,185.25,0,0,0,6.77%,6.41%
2021/11/15,193,197,193,195.5,191.5,189.75,186.9,191.16,191.12,194.02,186.9,179.78,269,115,100,0,136,0,0,0.24%,60,9123,75,15,15.95%,6,964,6,0,1.69%,255,17,23,6,0,1.78%,182.36,181.53,0.0041,12616,14269,-1653,185.25,0,0,0,7.62%,7.01%
2021/11/16,196,197,194,195.5,192.7,190.65,187.5,191.19,191.12,195.36,187.5,179.65,152,130,110,1,137,1,0,0.24%,53,9176,81,28,16.04%,2,966,2,0,1.69%,252,-3,3,6,0,1.76%,183.49,181.42,0.52,12678,14267,-1589,185.33,1,0.15,0.15,8.38%,7.70%
2021/11/17,197,198,195.5,197.5,194.3,191.7,188.3,191.23,191.13,196.78,188.3,179.82,191,151,124,0,137,0,0,0.24%,12,9188,56,44,16.06%,1,967,3,2,1.69%,245,-7,2,7,2,1.71%,185.25,181.53,0.24,12770,14117,-1347,185.33,1,0.13,0.13,9.01%,8.35%
2021/11/18,197,197,195.5,195.5,195.2,192.5,188.95,191.27,191.15,197.55,188.95,180.35,65,151,124,0,137,0,0,0.24%,8,9196,11,3,16.08%,5,972,5,0,1.70%,241,-4,0,4,0,1.69%,185.94,183.44,-0.17,12713,13956,-1243,185.33,1,0.13,0.13,9.10%,8.72%
