時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超(張),投信持股(張),買進(張),賣出(張),投信持股比例,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,累計買賣超,比例%,近 5 期，投信買超佔成交量比重,BBand width,Band%EMA3
2022/3/2,96.5,102,96.5,102,98.6,99.06,99.99,104.89,99.95,104.67,99.99,95.3,15,10,11,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.4,11784,14835,-3051,101.57,0,0,0,9.36%,9.82%
2022/3/3,101.5,101.5,100,100,99.2,98.96,100.08,105,100.08,104.68,100.08,95.48,4,10,11,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.46,11850,14731,-2881,100.34,0,0,0,9.19%,9.51%
2022/3/4,100,100,100,100,100.2,98.96,100.18,105.12,100.2,104.68,100.18,95.68,0,6,9,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.19,11744,15082,-3338,100,0,0,0,8.99%,9.25%
2022/3/7,98,98,96.5,96.5,99.7,98.61,100.01,105.22,100.3,104.79,100.01,95.23,5,5,8,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,1.2,11105,16169,-5064,97.12,0,0,0,9.56%,9.40%
2022/3/8,92,94.3,91.8,93.5,98.4,97.96,99.71,105.31,100.39,105.27,99.71,94.15,14,8,9,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.79,9045,16540,-7495,93.46,0,0,0,11.15%,10.28%
2022/3/9,97,99,97,99,97.8,98.2,99.51,105.42,100.5,104.86,99.51,94.15,4,5,8,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.52,9128,16138,-7010,97.5,0,0,0,10.76%,10.52%
2022/3/10,100,100,100,100,97.8,98.5,99.26,105.55,100.61,103.99,99.26,94.52,7,6,8,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.54,9355,15287,-5932,100,0,0,0,9.55%,10.03%
2022/3/11,100,100.5,93.8,100,97.8,99,99.08,105.67,100.72,103.42,99.08,94.74,14,9,8,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.62,9277,15634,-6357,97.98,0,0,0,8.76%,9.40%
2022/3/14,98.5,100,98,100,98.5,99.1,98.98,105.78,100.84,103.13,98.98,94.83,8,9,7,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.63,9207,15675,-6468,99.55,0,0,0,8.39%,8.89%
2022/3/15,98.6,99.5,96.6,99.5,99.7,99.05,98.96,105.88,100.96,103.09,98.96,94.82,15,10,9,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.1,9105,16393,-7288,98.77,0,0,0,8.36%,8.62%
2022/3/16,97.1,99.5,97.1,99.5,99.8,98.8,98.93,105.97,101.08,103.04,98.93,94.82,4,10,8,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,-0.014,9135,16286,-7151,98.48,0,0,0,8.32%,8.47%
2022/3/17,99.8,99.8,98.5,99.7,99.74,98.77,98.87,106.07,101.19,102.89,98.87,94.84,7,10,8,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.26,9898,15026,-5128,99.46,0,0,0,8.14%,8.30%
2022/3/18,99.7,100,99.7,100,99.74,98.77,98.87,106.16,101.32,102.89,98.87,94.84,4,8,8,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.63,11472,15138,-3666,99.85,0,0,0,8.14%,8.22%
2022/3/21,100.5,100.5,100,100.5,99.84,99.17,98.89,106.26,101.44,102.95,98.89,94.83,6,7,8,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.023,11584,15310,-3726,100.42,0,0,0,8.20%,8.21%
2022/3/22,100.5,100.5,99,100,99.94,99.82,98.89,106.36,101.55,102.95,98.89,94.83,10,6,8,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.45,11532,15316,-3784,99.46,0,0,0,8.20%,8.21%
2022/3/23,101,101,100,100,100.04,99.92,99.06,106.46,101.66,103,99.06,95.12,3,6,8,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.34,11699,15185,-3486,100.67,0,0,0,7.96%,8.08%
2022/3/24,100.5,100.5,97,97.1,99.52,99.63,99.07,106.54,101.75,103,99.07,95.13,26,10,10,0,0,0,0,0.00%,1,642,1,0,2.27%,0,0,0,0,0.00%,0,0,-0.5,10180,15188,-5008,97.84,0,0,0,7.94%,8.01%
2022/3/25,97.5,97.5,97.1,97.1,98.94,99.34,99.17,106.62,101.83,102.76,99.17,95.58,12,11,10,0,0,0,0,0.00%,0,642,0,0,2.27%,0,0,0,0,0.00%,0,0,-0.012,10172,15193,-5021,97.17,0,0,0,7.24%,7.62%
2022/3/28,95.5,95.5,95.3,95.4,97.92,98.88,98.99,106.65,101.9,102.94,98.99,95.04,10,12,10,0,0,0,0,0.00%,0,642,0,0,2.27%,0,0,0,0,0.00%,0,0,-0.14,9813,15590,-5777,95.41,0,0,0,7.98%,7.80%
2022/3/29,95.4,97,95.4,97,97.32,98.63,98.84,106.71,101.98,102.85,98.84,94.83,16,13,10,0,0,0,0,0.00%,0,642,0,0,2.27%,0,0,0,0,0.00%,0,0,0.42,9875,15482,-5607,95.73,0,0,0,8.11%,7.96%
2022/3/30,96.9,96.9,95.5,95.5,96.42,98.23,98.52,106.79,102.04,102.5,98.52,94.53,22,17,12,0,0,0,0,0.00%,0,642,0,0,2.27%,0,0,0,0,0.00%,0,0,0.6,9960,15102,-5142,96.56,0,0,0,8.09%,8.02%
2022/3/31,95.6,96,95.5,96,96.2,97.86,98.32,106.87,102.12,102.38,98.32,94.25,5,13,11,0,0,0,0,0.00%,0,642,0,0,2.27%,0,0,0,0,0.00%,0,0,-0.056,9921,15266,-5345,95.84,0,0,0,8.28%,8.15%
2022/4/1,98,99.5,98,99.4,96.66,97.8,98.29,106.97,102.18,102.31,98.29,94.26,3,11,11,0,0,0,0,0.00%,-1,641,0,1,2.26%,0,0,0,0,0.00%,0,0,0.32,9863,15489,-5626,98.95,0,0,0,8.20%,8.17%
2022/4/6,99,99,99,99,97.38,97.65,98.41,107.07,102.24,102.36,98.41,94.46,0,9,11,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.29,9850,15511,-5661,97.5,0,0,0,8.03%,8.10%
2022/4/7,94.1,96.4,92.5,96.4,97.26,97.29,98.56,107.14,102.3,101.95,98.56,95.16,6,7,10,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.37,9609,16236,-6627,93.93,0,0,0,6.89%,7.50%
2022/4/8,98.7,98.7,94.6,95.1,97.18,96.8,98.36,107.17,102.36,102.06,98.36,94.66,11,5,11,0,0,0,0,0.00%,-1,640,0,1,2.26%,0,0,0,0,0.00%,0,0,0.86,9631,16019,-6388,95.46,0,0,0,7.53%,7.51%
2022/4/11,94.7,94.7,94.7,94.7,96.92,96.56,98.1,107.16,102.43,102.04,98.1,94.15,1,4,9,0,0,0,0,0.00%,0,640,0,0,2.26%,0,0,0,0,0.00%,0,0,0.27,9512,16521,-7009,94.7,0,0,0,8.05%,7.78%
2022/4/12,98.6,99.8,97.5,99.5,96.94,96.8,98.07,107.12,102.53,101.98,98.07,94.17,33,10,11,0,0,0,0,0.00%,0,640,0,0,2.26%,0,0,0,0,0.00%,0,0,-0.35,9485,16585,-7100,98.83,0,0,0,7.96%,7.87%
2022/4/13,102.5,102.5,99.8,100.5,97.24,97.31,98.1,107.06,102.63,102.06,98.1,94.14,20,14,12,0,0,0,0,0.00%,-2,638,0,2,2.25%,0,0,0,0,0.00%,0,0,0.88,10357,16282,-5925,100.51,0,0,0,8.07%,7.97%
2022/4/14,101,101,100,100.5,98.06,97.66,98.15,106.98,102.73,102.2,98.15,94.09,9,15,11,0,0,0,0,0.00%,0,638,0,0,2.25%,0,0,0,0,0.00%,0,0,0.27,10534,16262,-5728,100.5,0,0,0,8.26%,8.12%
2022/4/15,100.5,100.5,97.1,98,98.64,97.91,98.07,106.84,102.82,102.08,98.07,94.06,15,16,10,0,0,0,0,0.00%,0,638,0,0,2.25%,0,0,0,0,0.00%,0,0,0.084,10766,16887,-6121,98.45,0,0,0,8.17%,8.14%
2022/4/18,98,98,98,98,99.3,98.11,97.99,106.63,102.91,101.92,97.99,94.05,0,15,10,0,0,0,0,0.00%,0,638,0,0,2.25%,0,0,0,0,0.00%,0,0,0.79,10775,17173,-6398,0,0,0,0,8.03%,8.09%
2022/4/19,99.4,99.4,97.1,97.1,98.82,97.88,97.84,106.35,103.01,101.68,97.84,94,6,10,10,0,0,0,0,0.00%,0,638,0,0,2.25%,0,0,0,0,0.00%,0,0,0.44,10855,16948,-6093,98.75,0,0,0,7.85%,7.97%
2022/4/20,97.5,98.7,97.5,98.7,98.46,97.85,97.75,106.11,103.11,101.42,97.75,94.08,2,6,10,0,0,0,0,0.00%,0,638,0,0,2.25%,0,0,0,0,0.00%,0,0,0.47,10961,16703,-5742,98.09,0,0,0,7.50%,7.74%
2022/4/21,98.7,98.7,98.7,98.7,98.1,98.08,97.69,105.88,103.2,101.23,97.69,94.14,0,5,10,0,0,0,0,0.00%,0,638,0,0,2.25%,0,0,0,0,0.00%,0,0,0.75,11061,16591,-5530,0,0,0,0,7.27%,7.50%
2022/4/22,97.5,97.5,97.3,97.3,97.96,98.3,97.55,105.67,103.29,100.94,97.55,94.16,4,2,9,0,0,0,0,0.00%,0,638,0,0,2.25%,0,0,0,0,0.00%,0,0,-0.27,11005,16881,-5876,97.34,0,0,0,6.95%,7.22%
2022/4/25,97.8,97.8,96.1,96.2,97.6,98.45,97.51,105.44,103.38,100.94,97.51,94.07,16,6,11,0,0,0,0,0.00%,0,638,0,0,2.25%,0,0,0,0,0.00%,0,0,-0.35,10986,17758,-6772,96.55,0,0,0,7.05%,7.14%
2022/4/26,96.2,96.2,93.2,93.5,96.88,97.85,97.33,105.23,103.48,101.18,97.33,93.47,7,6,8,0,0,0,0,0.00%,0,638,0,0,2.25%,0,0,0,0,0.00%,0,0,-0.16,10740,18022,-7282,95.05,0,0,0,7.92%,7.53%
2022/4/27,91.9,92.5,88,91,95.34,96.9,97.11,104.98,103.55,101.79,97.11,92.42,30,11,9,0,0,0,0,0.00%,1,639,1,0,2.25%,0,0,0,0,0.00%,0,0,0.0096,10917,18932,-8015,89.79,0,0,0,9.64%,8.58%
2022/4/28,90.4,91,88.9,91,93.8,95.95,96.81,104.67,103.61,102.19,96.81,91.42,10,13,9,0,0,0,0,0.00%,0,639,0,0,2.25%,0,0,0,0,0.00%,0,0,0.32,10985,18919,-7934,90.28,0,0,0,11.13%,9.85%
2022/4/29,91,92,90.9,92,92.74,95.35,96.63,104.29,103.67,102.39,96.63,90.87,9,14,8,0,0,0,0,0.00%,0,639,0,0,2.25%,0,0,0,0,0.00%,0,0,0.16,11116,18895,-7779,91.32,0,0,0,11.92%,10.89%
2022/5/3,92.1,93.2,92,92.2,91.94,94.77,96.44,103.84,103.73,102.51,96.44,90.37,8,13,9,0,0,0,0,0.00%,0,639,0,0,2.25%,0,0,0,0,0.00%,0,0,0.52,11616,19118,-7502,92.26,0,0,0,12.59%,11.74%
2022/5/4,94.5,97.6,92.2,97.6,92.76,94.82,96.35,103.43,103.82,102.3,96.35,90.4,23,16,11,0,0,0,0,0.00%,0,639,0,0,2.25%,0,0,0,0,0.00%,0,0,-0.1,11708,19057,-7349,95.75,0,0,0,12.34%,12.04%
2022/5/5,100,101,98.2,100,94.56,94.95,96.4,103.1,103.92,102.45,96.4,90.35,39,18,15,0,0,0,0,0.00%,-4,635,1,5,2.24%,0,0,0,0,0.00%,0,0,1.17,11999,18601,-6602,99.54,0,0,0,12.55%,12.29%
2022/5/6,97.5,97.5,97.1,97.1,95.78,94.79,96.44,102.77,104.01,102.49,96.44,90.38,6,17,15,0,0,0,0,0.00%,0,650,0,0,2.29%,0,0,0,0,0.00%,0,0,-0.16,11961,19313,-7352,97.25,0,0,0,12.56%,12.43%
2022/5/9,96.5,97.1,95.6,97,96.78,94.76,96.53,102.51,104.09,102.56,96.53,90.5,14,18,16,0,0,0,0,0.00%,0,650,0,0,2.29%,0,0,0,0,0.00%,0,0,-0.19,11704,20349,-8645,96.17,0,0,0,12.49%,12.46%
2022/5/10,96,97,96,97,97.74,94.84,96.65,102.33,104.19,102.62,96.65,90.67,3,17,15,0,0,0,0,0.00%,0,650,0,0,2.29%,0,0,0,0,0.00%,0,0,0.15,11448,20947,-9499,96.69,0,0,0,12.36%,12.41%
2022/5/11,95,95,90.7,94.5,97.12,94.94,96.4,102.19,104.26,102.29,96.4,90.5,20,16,16,0,0,0,0,0.00%,0,650,0,0,2.29%,0,0,0,0,0.00%,0,0,0.21,11447,21250,-9803,93.86,0,0,0,12.23%,12.32%
2022/5/12,92,92,89.1,89.5,95.02,94.79,95.85,102.02,104.31,102.14,95.85,89.55,15,12,15,0,0,0,0,0.00%,0,650,0,0,2.29%,0,0,0,0,0.00%,0,0,-0.08,11200,22259,-11059,90.68,0,0,0,13.14%,12.73%
2022/5/13,90.5,92,90.5,91.4,93.88,94.83,95.39,101.84,104.37,101.59,95.39,89.19,8,12,15,0,0,0,0,0.00%,-2,648,0,2,2.29%,0,0,0,0,0.00%,0,0,0.55,11410,21732,-10322,91.22,0,0,0,13.00%,12.86%
2022/5/16,91.4,91.5,91.4,91.4,92.76,94.77,95.06,101.66,104.41,101.37,95.06,88.75,4,10,14,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,0.45,11463,21493,-10030,91.45,0,0,0,13.28%,13.07%
2022/5/17,92.5,93.5,92,93.5,92.06,94.9,94.84,101.5,104.46,101.03,94.84,88.64,5,10,14,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,-0.036,11507,21201,-9694,92.85,0,0,0,13.07%,13.07%
2022/5/18,94.9,94.9,93.5,93.5,91.86,94.49,94.66,101.27,104.51,100.79,94.66,88.52,3,7,12,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,0.65,11713,20776,-9063,93.97,0,0,0,12.95%,13.01%
2022/5/19,93.5,93.5,93.5,93.5,92.66,93.84,94.4,101.03,104.57,100.25,94.4,88.54,0,4,8,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,-0.25,11648,21254,-9606,93.78,0,0,0,12.41%,12.71%
2022/5/20,91,91,91,91,92.58,93.23,94.01,100.81,104.61,99.69,94.01,88.33,3,3,8,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,0.86,11636,20973,-9337,91.02,0,0,0,12.09%,12.40%
2022/5/23,91.5,91.5,91,91,92.5,92.63,93.7,100.59,104.65,99.31,93.7,88.08,7,4,7,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,0.7,11527,20900,-9373,91.07,0,0,0,11.99%,12.20%
2022/5/24,90.5,90.5,90,90.3,91.86,91.96,93.4,100.4,104.7,99.08,93.4,87.72,7,4,7,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,0.36,11430,21525,-10095,90.38,0,0,0,12.16%,12.18%
2022/5/25,90.2,90.2,90.2,90.2,91.2,91.53,93.24,100.22,104.73,99.08,93.24,87.39,1,4,5,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,-0.15,11225,21472,-10247,89.88,0,0,0,12.55%,12.36%
2022/5/26,90.2,90.2,90.2,90.2,90.54,91.6,93.2,100.02,104.73,99.11,93.2,87.28,1,4,4,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,-0.47,11194,21752,-10558,90.2,0,0,0,12.70%,12.53%
2022/5/27,90.2,94.5,90.2,94.5,91.24,91.91,93.37,99.87,104.77,99.23,93.37,87.51,3,4,3,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,0.19,11229,21293,-10064,91.63,0,0,0,12.54%,12.54%
2022/5/30,94.3,96,94.3,96,92.24,92.37,93.57,99.73,104.84,99.5,93.57,87.64,8,4,4,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,1.35,11471,19919,-8448,95.17,0,0,0,12.67%,12.60%
2022/5/31,96,96,92.8,93.5,92.88,92.37,93.64,99.55,104.9,99.53,93.64,87.74,11,5,4,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,0.61,13756,19193,-5437,95.04,0,0,0,12.59%,12.60%
2022/6/1,94.1,94.1,94,94.1,93.66,92.43,93.46,99.38,104.96,99.07,93.46,87.85,7,6,5,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,0.35,13846,19065,-5219,94.05,0,0,0,12.02%,12.31%
2022/6/2,94.1,95.4,94,94.2,94.46,92.5,93.17,99.19,105.02,97.94,93.17,88.4,6,7,5,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,-0.14,13845,19347,-5502,94.33,0,0,0,10.24%,11.27%
2022/6/6,98.4,98.4,98.4,98.4,95.24,93.24,93.24,99,105.09,98.25,93.24,88.22,1,7,5,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,0.31,13839,19199,-5360,98.4,0,0,0,10.75%,11.01%
2022/6/7,98.3,98.3,95,95,95.04,93.64,93.14,98.84,105.12,97.92,93.14,88.35,12,7,6,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,0.4,13661,19432,-5771,96.54,0,0,0,10.27%,10.64%
2022/6/8,95,95,95,95,95.34,94.11,93.04,98.67,105.1,97.57,93.04,88.5,3,6,5,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,0.26,13846,19399,-5553,95,0,0,0,9.74%,10.19%
2022/6/9,95.1,98.7,95,98.7,96.26,94.96,93.25,98.59,105.07,98.38,93.25,88.11,5,5,6,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,0.27,13793,19414,-5621,95.76,0,0,0,11.01%,10.60%
2022/6/10,98,98,98,98,97.02,95.74,93.67,98.51,105.01,98.9,93.67,88.44,0,4,6,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,-0.54,13753,19745,-5992,98.6,0,0,0,11.16%,10.88%
2022/6/13,95,95,94.5,94.5,96.24,95.74,93.83,98.42,104.92,98.96,93.83,88.69,2,4,6,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,0.13,12795,21215,-8420,94.67,0,0,0,10.94%,10.91%
2022/6/14,94.5,94.5,94.5,94.5,96.14,95.59,93.98,98.37,104.78,99,93.98,88.96,0,2,5,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,-1,12948,21599,-8651,95.49,0,0,0,10.68%,10.79%
2022/6/15,92.4,94.5,92.3,94.5,96.04,95.69,94.03,98.33,104.6,99.05,94.03,89.01,16,5,5,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,-0.098,13082,21769,-8687,92.53,0,0,0,10.67%,10.73%
2022/6/16,94.4,94.4,91.8,91.8,94.66,95.46,93.95,98.24,104.34,99.05,93.95,88.84,4,4,5,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,-0.0036,15670,22102,-6432,92.55,0,0,0,10.87%,10.80%
2022/6/17,88.1,91.8,88.1,91.8,93.42,95.22,93.86,98.2,104.11,99.05,93.86,88.67,14,7,6,0,0,0,0,0.00%,0,648,0,0,2.29%,0,0,0,0,0.00%,0,0,-1.26,17507,22937,-5430,89.73,0,0,0,11.06%,10.93%
2022/6/20,93.1,94.1,88.6,89.1,92.34,94.29,93.77,98.15,103.88,99.22,93.77,88.31,8,8,6,0,0,0,0,0.00%,1,649,1,0,2.29%,0,0,0,0,0.00%,0,0,0.0099,19103,23559,-4456,90.74,0,0,0,11.64%,11.28%
2022/6/21,89.1,92,89.1,90,91.44,93.79,93.72,98.07,103.68,99.29,93.72,88.14,5,9,6,0,0,0,0,0.00%,0,649,0,0,2.29%,0,0,0,0,0.00%,0,0,-0.2,21417,22538,-1121,90.98,0,0,0,11.90%,11.59%
2022/6/22,88.5,88.5,88.5,88.5,90.24,93.14,93.63,98,103.45,99.47,93.63,87.78,1,6,6,0,0,0,0,0.00%,0,649,0,0,2.29%,0,0,0,0,0.00%,0,0,0.0044,21942,23475,-1533,88.5,0,0,0,12.48%,12.04%
2022/6/23,92.9,92.9,92.9,92.9,90.46,92.56,93.76,97.93,103.27,99.4,93.76,88.12,1,6,5,0,0,0,0,0.00%,0,649,0,0,2.29%,0,0,0,0,0.00%,0,0,-0.32,22484,23949,-1465,92.86,0,0,0,12.04%,12.04%
2022/6/24,90,90,89.6,89.6,90.02,91.72,93.73,97.85,103.06,99.45,93.73,88.01,6,4,6,0,0,0,0,0.00%,0,649,0,0,2.29%,0,0,0,0,0.00%,0,0,0.73,22976,23621,-645,89.81,0,0,0,12.21%,12.12%
2022/6/27,93.7,93.7,92.1,92.9,90.78,91.56,93.65,97.78,102.81,99.37,93.65,87.93,3,3,6,0,0,0,0,0.00%,0,649,0,0,2.29%,0,0,0,0,0.00%,0,0,0.27,24162,22488,1674,92.62,0,0,0,12.22%,12.17%
2022/6/28,92.9,92.9,92.9,92.9,91.36,91.4,93.5,97.73,102.5,99.12,93.5,87.87,0,2,6,0,0,0,0,0.00%,0,649,0,0,2.29%,0,0,0,0,0.00%,0,0,0.39,25105,22884,2221,92.9,0,0,0,12.04%,12.11%
2022/6/29,93.5,93.5,92.5,92.5,92.16,91.2,93.45,97.68,102.12,99.09,93.45,87.8,2,2,4,0,0,0,0,0.00%,0,649,0,0,2.29%,0,0,0,0,0.00%,0,0,0.000094,25286,23283,2003,93,0,0,0,12.08%,12.09%
2022/6/30,92.5,92.5,92.5,92.5,92.08,91.27,93.37,97.64,101.76,99.01,93.37,87.72,0,2,4,0,0,0,0,0.00%,0,649,0,0,2.29%,0,0,0,0,0.00%,0,0,0.34,25100,24571,529,0,0,0,0,12.10%,12.10%
2022/7/1,88,88,86,86.6,91.48,90.75,92.99,97.57,101.43,99.34,92.99,86.63,9,3,4,0,0,0,0,0.00%,0,649,0,0,2.29%,0,0,0,0,0.00%,0,0,0.082,24963,26366,-1403,87.19,0,0,0,13.66%,12.88%
2022/7/4,86.6,86.6,80.3,80.3,88.96,89.87,92.08,97.46,101.08,100.04,92.08,84.12,4,3,3,0,0,0,0,0.00%,0,649,0,0,2.29%,0,0,0,0,0.00%,0,0,0.42,24874,25704,-830,83.35,0,0,0,17.29%,15.09%
2022/7/5,80.3,80.3,79.9,80.1,86.4,88.88,91.34,97.35,100.8,100.73,91.34,81.94,608,125,63,0,0,0,0,0.00%,-600,49,0,600,0.17%,0,0,0,0,0.00%,0,0,0.4,22172,24339,-2167,72.41,0,0,0,20.56%,17.82%
2022/7/6,77.1,80.1,77.1,80.1,83.92,88.04,90.59,97.26,100.57,101.01,90.59,80.17,10,126,64,0,0,0,0,0.00%,0,49,0,0,0.17%,0,0,0,0,0.00%,0,0,-0.26,19003,24210,-5207,78,0,0,0,23.00%,20.41%
2022/7/7,82.9,82.9,82.9,82.9,82,87.04,89.8,97.22,100.41,100.03,89.8,79.57,1,126,64,0,0,0,0,0.00%,0,49,0,0,0.17%,0,0,0,0,0.00%,0,0,0.78,17058,22226,-5168,82.41,0,0,0,22.79%,21.60%
2022/7/8,81.6,87.8,81.2,87.8,82.24,86.86,89.29,97.17,100.26,98.83,89.29,79.75,5,126,64,0,0,0,0,0.00%,0,49,0,0,0.17%,0,0,0,0,0.00%,0,0,0.48,16024,20511,-4487,82.83,0,0,0,21.37%,21.48%
2022/7/11,85,85,82,84.3,83.04,86,88.78,97.12,100.08,98.24,88.78,79.32,4,126,64,0,0,0,0,0.00%,0,49,0,0,0.17%,0,0,0,0,0.00%,0,0,0.089,14466,19944,-5478,84.04,0,0,0,21.31%,21.40%
2022/7/12,84.3,91,84.3,85.3,84.08,85.24,88.32,97.09,99.91,97.52,88.32,79.13,12,6,66,0,0,0,0,0.00%,0,49,0,0,0.17%,0,0,0,0,0.00%,0,0,-0.0037,13682,21308,-7626,88.46,0,0,0,20.82%,21.11%
2022/7/13,83,85,83,85,85.06,84.49,87.85,97.08,99.74,96.69,87.85,79,2,5,66,0,0,0,0,0.00%,0,49,0,0,0.17%,0,0,0,0,0.00%,0,0,0.15,14197,20587,-6390,84,0,0,0,20.13%,20.62%
2022/7/14,83.5,87.6,83.5,87.6,86,84,87.64,97.07,99.52,96.29,87.64,78.98,5,6,66,0,0,0,0,0.00%,0,49,0,0,0.17%,0,0,0,0,0.00%,0,0,0.18,14342,19810,-5468,85.84,0,0,0,19.75%,20.19%
2022/7/15,90.5,90.5,90.5,90.5,86.54,84.39,87.57,97.08,99.31,96.12,87.57,79.02,1,5,65,0,0,0,0,0.00%,0,49,0,0,0.17%,0,0,0,0,0.00%,0,0,1.19,13025,18725,-5700,90.25,0,0,0,19.52%,19.86%
2022/7/18,94.5,94.5,90.5,94.5,88.58,85.81,87.84,97.1,99.14,96.89,87.84,78.79,17,7,67,0,0,0,0,0.00%,0,49,0,0,0.17%,0,0,0,0,0.00%,0,0,1.32,13229,18067,-4838,92.93,0,0,0,20.61%,20.23%
2022/7/19,94.5,94.5,94.5,94.5,90.42,87.25,88.07,97.13,98.97,97.53,88.07,78.6,2,5,6,0,0,0,0,0.00%,0,49,0,0,0.17%,0,0,0,0,0.00%,0,0,0.39,13038,18043,-5005,94.51,0,0,0,21.50%,20.87%
2022/7/20,95,95,93,93,92.02,88.54,88.29,97.15,98.82,98,88.29,78.58,12,7,6,0,0,0,0,0.00%,0,49,0,0,0.17%,0,0,0,0,0.00%,0,0,0.65,12883,17792,-4909,94.52,0,0,0,22.00%,21.43%
2022/7/21,90,92.3,89.9,91.7,92.84,89.42,88.23,97.17,98.68,97.84,88.23,78.62,12,9,7,0,0,0,0,0.00%,0,49,0,0,0.17%,0,0,0,0,0.00%,0,0,0.4,12901,17362,-4461,91.36,0,0,0,21.78%,21.61%
2022/7/22,91.7,94.7,91,91.9,93.12,89.83,88.35,97.18,98.52,98.07,88.35,78.62,12,11,8,0,0,0,0,0.00%,0,49,0,0,0.17%,0,0,0,0,0.00%,0,0,0.65,12506,17282,-4776,92.11,0,0,0,22.02%,21.81%
2022/7/25,92.9,93.7,91.9,93.3,92.88,90.73,88.37,97.17,98.39,98.13,88.37,78.6,6,9,8,0,0,0,0,0.00%,0,49,0,0,0.17%,0,0,0,0,0.00%,0,0,0.5,12753,16452,-3699,92.96,0,0,0,22.10%,21.96%
2022/7/26,94.8,94.8,92,93.8,92.74,91.58,88.41,97.18,98.27,98.27,88.41,78.55,7,10,8,0,0,0,0,0.00%,0,49,0,0,0.17%,0,0,0,0,0.00%,0,0,0.37,12655,16708,-4053,93.12,0,0,0,22.30%,22.13%
