時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超(張),投信持股(張),買進(張),賣出(張),投信持股比例,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,累計買賣超,比例%,近 5 期，投信買超佔成交量比重,BBand width,Band%EMA3
2021/9/29,333,334.5,327.5,328.5,335.2,330.15,324.65,333.72,319.22,339.24,324.65,310.06,2851,2494,2547,106,21244,109,3,2.86%,-765,387688,887,1652,52.19%,11,26496,177,166,3.57%,3848,25,82,54,3,2.07%,328.91,321.09,0.44,11987,17513,-5526,247.55,992,7.96,7.96,8.99%,8.51%
2021/9/30,329,329.5,325,325.5,334,330.45,324.73,334.12,319.55,339.32,324.73,310.13,2110,2530,2529,45,22667,45,0,3.05%,-743,386371,944,1686,52.01%,64,26560,84,20,3.58%,3876,28,55,27,0,2.09%,328.86,321.09,0.42,12194,17186,-4992,247.7,751,5.94,5.94,8.99%,8.75%
2021/10/1,325,325.5,319,320.5,330.7,330.25,324.7,334.46,319.84,339.32,324.7,310.08,2303,2393,2530,86,22753,86,0,3.06%,-571,386298,705,1276,52.00%,228,26788,301,73,3.61%,3865,-11,58,69,0,2.08%,328.61,321.07,0.41,12100,18183,-6083,247.98,553,4.62,4.62,9.01%,8.88%
2021/10/4,323,325,322,324,327.4,330.05,325.1,334.81,320.13,339.17,325.1,311.03,1727,2215,2491,100,22853,100,0,3.08%,287,386487,1064,777,52.03%,206,26994,212,6,3.63%,3636,-229,19,248,0,1.96%,328.42,321.17,0.18,12265,18200,-5935,248.31,371,3.35,3.35,8.66%,8.77%
2021/10/5,321,327,320.5,324,324.5,329.85,325.33,335.14,320.45,339.18,325.33,311.47,1669,2132,2304,49,22902,49,0,3.08%,-204,386226,961,1165,51.99%,113,27107,120,6,3.65%,3672,36,53,16,1,1.98%,328.4,323.12,0.8,12618,18127,-5509,248.47,386,3.62,3.62,8.51%,8.64%
2021/10/6,326,326,321,323,323.4,329.3,325.33,335.44,320.76,339.18,325.33,311.47,1940,1950,2222,71,22973,71,0,3.09%,-434,385896,1186,1620,51.95%,102,27209,152,50,3.66%,3676,4,15,11,0,1.98%,328.26,323.09,0.71,12642,18125,-5483,248.7,351,3.6,3.6,8.51%,8.58%
2021/10/7,327,337,327,337,325.7,329.85,326.23,335.84,321.16,340.64,326.23,311.81,4014,2331,2431,8,22981,9,1,3.09%,1253,387224,2589,1336,52.13%,428,27638,439,11,3.72%,3435,-241,128,357,12,1.85%,328.33,324.66,0.54,12949,17293,-4344,248.73,314,2.69,2.69,8.84%,8.71%
2021/10/8,334,339,333,338,329.2,329.95,327.28,336.25,321.55,341.91,327.28,312.64,2375,2345,2369,3,22984,3,0,3.09%,85,387378,1058,973,52.15%,102,27740,116,14,3.73%,3462,27,181,154,0,1.86%,328.45,325.05,0.61,12851,17514,-4663,248.74,231,1.97,1.97,8.94%,8.82%
2021/10/12,338.5,342,333.5,338,332,329.7,328.38,336.66,321.95,342.76,328.38,313.99,2586,2517,2366,15,22998,15,0,3.10%,-433,386827,835,1268,52.07%,207,27946,222,15,3.76%,3210,-252,139,158,233,1.73%,328.5,326.08,0.18,12734,17965,-5231,248.8,146,1.16,1.16,8.76%,8.79%
2021/10/13,340,345,338.5,343.5,335.9,330.2,329.75,337.12,322.4,344.39,329.75,315.11,3558,2895,2513,46,23044,53,7,3.10%,1028,387656,2216,1188,52.19%,206,28152,252,46,3.79%,3161,-49,187,236,0,1.70%,328.76,330.82,0.36,12747,18099,-5352,249.01,143,0.99,0.99,8.88%,8.84%
